method,content,style,ocr_sim,n_gt
sanet,5299,western_painting__met_437769,0.0,6
cast,5299,western_painting__met_437769,0.1786,6
stytr2,5299,western_painting__met_437967,0.2262,6
adain,5299,western_painting__met_437967,0.0,6
sanet,5299,western_painting__met_437967,0.1577,6
cast,5299,western_painting__met_437967,0.1786,6
stytr2,5299,western_painting__met_439405,0.1786,6
adain,5299,western_painting__met_439405,0.0,6
sanet,5299,western_painting__met_439405,0.1161,6
cast,5299,western_painting__met_439405,0.1786,6
stytr2,5299,western_painting__met_649693,0.2798,6
adain,5299,western_painting__met_649693,0.0744,6
sanet,5299,western_painting__met_649693,0.2381,6
cast,5299,western_painting__met_649693,0.2381,6
stytr2,5299,western_painting__met_739494,0.1786,6
adain,5299,western_painting__met_739494,0.0,6
sanet,5299,western_painting__met_739494,0.2292,6
cast,5299,western_painting__met_739494,0.3571,6
stytr2,5299,western_painting__met_787672,0.2738,6
adain,5299,western_painting__met_787672,0.0744,6
sanet,5299,western_painting__met_787672,0.2619,6
cast,5299,western_painting__met_787672,0.2857,6
stytr2,5299,western_painting__met_788182,0.25,6
adain,5299,western_painting__met_788182,0.0,6
sanet,5299,western_painting__met_788182,0.2857,6
cast,5299,western_painting__met_788182,0.2619,6
stytr2,5310,chinese_landscape__130942,0.3182,6
adain,5310,chinese_landscape__130942,0.0,6
sanet,5310,chinese_landscape__130942,0.1212,6
cast,5310,chinese_landscape__130942,0.6061,6
stytr2,5310,chinese_landscape__132834,0.4798,6
adain,5310,chinese_landscape__132834,0.0,6
sanet,5310,chinese_landscape__132834,0.3283,6
cast,5310,chinese_landscape__132834,0.6187,6
stytr2,5310,chinese_landscape__132836,0.2727,6
adain,5310,chinese_landscape__132836,0.0,6
sanet,5310,chinese_landscape__132836,0.1061,6
cast,5310,chinese_landscape__132836,0.1667,6
stytr2,5310,chinese_landscape__132840,0.4677,6
adain,5310,chinese_landscape__132840,0.0,6
sanet,5310,chinese_landscape__132840,0.2172,6
cast,5310,chinese_landscape__132840,0.4167,6
stytr2,5310,chinese_landscape__132930,0.5303,6
adain,5310,chinese_landscape__132930,0.0,6
sanet,5310,chinese_landscape__132930,0.0909,6
cast,5310,chinese_landscape__132930,0.4773,6
stytr2,5310,chinese_landscape__137205,0.2308,6
adain,5310,chinese_landscape__137205,0.0,6
sanet,5310,chinese_landscape__137205,0.1061,6
cast,5310,chinese_landscape__137205,0.2424,6
stytr2,5310,chinese_landscape__142574,0.7121,6
adain,5310,chinese_landscape__142574,0.0,6
sanet,5310,chinese_landscape__142574,0.0909,6
cast,5310,chinese_landscape__142574,0.4621,6
stytr2,5310,chinese_landscape__142578,0.4924,6
adain,5310,chinese_landscape__142578,0.0,6
sanet,5310,chinese_landscape__142578,0.1919,6
cast,5310,chinese_landscape__142578,0.4924,6
stytr2,5310,chinese_landscape__144829,0.6364,6
adain,5310,chinese_landscape__144829,0.0,6
sanet,5310,chinese_landscape__144829,0.1515,6
cast,5310,chinese_landscape__144829,0.4894,6
stytr2,5310,chinese_landscape__148342,0.548,6
adain,5310,chinese_landscape__148342,0.0985,6
sanet,5310,chinese_landscape__148342,0.1212,6
cast,5310,chinese_landscape__148342,0.5682,6
stytr2,5310,mural__img_1082crop_1_0,0.2879,6
adain,5310,mural__img_1082crop_1_0,0.0,6
sanet,5310,mural__img_1082crop_1_0,0.1212,6
cast,5310,mural__img_1082crop_1_0,0.7146,6
stytr2,5310,mural__img_1224crop_0_0,0.4848,6
adain,5310,mural__img_1224crop_0_0,0.0,6
sanet,5310,mural__img_1224crop_0_0,0.3561,6
cast,5310,mural__img_1224crop_0_0,0.6338,6
stytr2,5310,mural__img_1224crop_1_1,0.1364,6
adain,5310,mural__img_1224crop_1_1,0.0,6
sanet,5310,mural__img_1224crop_1_1,0.0758,6
cast,5310,mural__img_1224crop_1_1,0.6313,6
stytr2,5310,mural__img_16crop_0_0,0.1364,6
adain,5310,mural__img_16crop_0_0,0.0,6
sanet,5310,mural__img_16crop_0_0,0.1061,6
cast,5310,mural__img_16crop_0_0,0.4288,6
stytr2,5310,mural__img_276crop_1_0,0.0,6
adain,5310,mural__img_276crop_1_0,0.0,6
sanet,5310,mural__img_276crop_1_0,0.1035,6
cast,5310,mural__img_276crop_1_0,0.1242,6
stytr2,5310,mural__img_326crop_1_1,0.3864,6
adain,5310,mural__img_326crop_1_1,0.0,6
sanet,5310,mural__img_326crop_1_1,0.0758,6
cast,5310,mural__img_326crop_1_1,0.4702,6
stytr2,5310,mural__img_327crop_0_1,0.4167,6
adain,5310,mural__img_327crop_0_1,0.1035,6
sanet,5310,mural__img_327crop_0_1,0.0758,6
cast,5310,mural__img_327crop_0_1,0.7374,6
stytr2,5310,mural__img_536crop_1_0,0.3682,6
adain,5310,mural__img_536crop_1_0,0.0884,6
sanet,5310,mural__img_536crop_1_0,0.1212,6
cast,5310,mural__img_536crop_1_0,0.6414,6
stytr2,5310,mural__img_593crop_0_0,0.5,6
adain,5310,mural__img_593crop_0_0,0.0884,6
sanet,5310,mural__img_593crop_0_0,0.1061,6
cast,5310,mural__img_593crop_0_0,0.6641,6
stytr2,5310,mural__img_739crop_1_1,0.3864,6
adain,5310,mural__img_739crop_1_1,0.0,6
sanet,5310,mural__img_739crop_1_1,0.0758,6
cast,5310,mural__img_739crop_1_1,0.4111,6
stytr2,5310,western_painting__met_359775,0.4263,6
adain,5310,western_painting__met_359775,0.1111,6
sanet,5310,western_painting__met_359775,0.1061,6
cast,5310,western_painting__met_359775,0.5258,6
stytr2,5310,western_painting__met_383787,0.1212,6
adain,5310,western_painting__met_383787,0.0,6
sanet,5310,western_painting__met_383787,0.3283,6
cast,5310,western_painting__met_383787,0.353,6
stytr2,5310,western_painting__met_406721,0.4318,6
adain,5310,western_painting__met_406721,0.0,6
sanet,5310,western_painting__met_406721,0.1212,6
cast,5310,western_painting__met_406721,0.4015,6
stytr2,5310,western_painting__met_437769,0.4015,6
adain,5310,western_painting__met_437769,0.0732,6
sanet,5310,western_painting__met_437769,0.3308,6
cast,5310,western_painting__met_437769,0.1667,6
stytr2,5310,western_painting__met_437967,0.4419,6
adain,5310,western_painting__met_437967,0.0,6
sanet,5310,western_painting__met_437967,0.2283,6
cast,5310,western_painting__met_437967,0.5076,6
stytr2,5310,western_painting__met_439405,0.5253,6
adain,5310,western_painting__met_439405,0.0,6
sanet,5310,western_painting__met_439405,0.0,6
cast,5310,western_painting__met_439405,0.4924,6
stytr2,5310,western_painting__met_649693,0.1212,6
adain,5310,western_painting__met_649693,0.1389,6
sanet,5310,western_painting__met_649693,0.0909,6
cast,5310,western_painting__met_649693,0.6212,6
stytr2,5310,western_painting__met_739494,0.4167,6
adain,5310,western_painting__met_739494,0.0,6
sanet,5310,western_painting__met_739494,0.1616,6
cast,5310,western_painting__met_739494,0.4848,6
stytr2,5310,western_painting__met_787672,0.3833,6
adain,5310,western_painting__met_787672,0.1667,6
sanet,5310,western_painting__met_787672,0.1667,6
cast,5310,western_painting__met_787672,0.6288,6
stytr2,5310,western_painting__met_788182,0.1667,6
adain,5310,western_painting__met_788182,0.1111,6
sanet,5310,western_painting__met_788182,0.1515,6
cast,5310,western_painting__met_788182,0.4778,6
stytr2,5500,chinese_landscape__130942,0.1543,18
adain,5500,chinese_landscape__130942,0.0,18
sanet,5500,chinese_landscape__130942,0.0776,18
cast,5500,chinese_landscape__130942,0.1405,18
stytr2,5500,chinese_landscape__132834,0.1543,18
adain,5500,chinese_landscape__132834,0.0,18
sanet,5500,chinese_landscape__132834,0.0937,18
cast,5500,chinese_landscape__132834,0.1226,18
stytr2,5500,chinese_landscape__132836,0.1385,18
adain,5500,chinese_landscape__132836,0.0,18
sanet,5500,chinese_landscape__132836,0.0988,18
cast,5500,chinese_landscape__132836,0.1235,18
stytr2,5500,chinese_landscape__132840,0.1913,18
adain,5500,chinese_landscape__132840,0.0684,18
sanet,5500,chinese_landscape__132840,0.1064,18
cast,5500,chinese_landscape__132840,0.1451,18
stytr2,5500,chinese_landscape__132930,0.1208,18
adain,5500,chinese_landscape__132930,0.0,18
sanet,5500,chinese_landscape__132930,0.0974,18
cast,5500,chinese_landscape__132930,0.1358,18
stytr2,5500,chinese_landscape__137205,0.1543,18
adain,5500,chinese_landscape__137205,0.0,18
sanet,5500,chinese_landscape__137205,0.0863,18
cast,5500,chinese_landscape__137205,0.1305,18
stytr2,5500,chinese_landscape__142574,0.1543,18
adain,5500,chinese_landscape__142574,0.0,18
sanet,5500,chinese_landscape__142574,0.0988,18
cast,5500,chinese_landscape__142574,0.1297,18
stytr2,5500,chinese_landscape__142578,0.142,18
adain,5500,chinese_landscape__142578,0.0,18
sanet,5500,chinese_landscape__142578,0.0776,18
cast,5500,chinese_landscape__142578,0.142,18
stytr2,5500,chinese_landscape__144829,0.1543,18
adain,5500,chinese_landscape__144829,0.0,18
sanet,5500,chinese_landscape__144829,0.0776,18
cast,5500,chinese_landscape__144829,0.1358,18
stytr2,5500,chinese_landscape__148342,0.1262,18
adain,5500,chinese_landscape__148342,0.0,18
sanet,5500,chinese_landscape__148342,0.0988,18
cast,5500,chinese_landscape__148342,0.1543,18
stytr2,5500,mural__img_1082crop_1_0,0.1165,18
adain,5500,mural__img_1082crop_1_0,0.0,18
sanet,5500,mural__img_1082crop_1_0,0.0632,18
cast,5500,mural__img_1082crop_1_0,0.1405,18
stytr2,5500,mural__img_1224crop_0_0,0.1193,18
adain,5500,mural__img_1224crop_0_0,0.0,18
sanet,5500,mural__img_1224crop_0_0,0.0467,18
cast,5500,mural__img_1224crop_0_0,0.1123,18
stytr2,5500,mural__img_1224crop_1_1,0.1202,18
adain,5500,mural__img_1224crop_1_1,0.0,18
sanet,5500,mural__img_1224crop_1_1,0.0467,18
cast,5500,mural__img_1224crop_1_1,0.1123,18
stytr2,5500,mural__img_16crop_0_0,0.1054,18
adain,5500,mural__img_16crop_0_0,0.0,18
sanet,5500,mural__img_16crop_0_0,0.0467,18
cast,5500,mural__img_16crop_0_0,0.1054,18
stytr2,5500,mural__img_276crop_1_0,0.0374,18
adain,5500,mural__img_276crop_1_0,0.0,18
sanet,5500,mural__img_276crop_1_0,0.0,18
cast,5500,mural__img_276crop_1_0,0.0988,18
stytr2,5500,mural__img_326crop_1_1,0.1014,18
adain,5500,mural__img_326crop_1_1,0.0,18
sanet,5500,mural__img_326crop_1_1,0.0393,18
cast,5500,mural__img_326crop_1_1,0.1305,18
stytr2,5500,mural__img_327crop_0_1,0.1123,18
adain,5500,mural__img_327crop_0_1,0.0,18
sanet,5500,mural__img_327crop_0_1,0.0817,18
cast,5500,mural__img_327crop_0_1,0.1266,18
stytr2,5500,mural__img_536crop_1_0,0.1543,18
adain,5500,mural__img_536crop_1_0,0.0,18
sanet,5500,mural__img_536crop_1_0,0.0,18
cast,5500,mural__img_536crop_1_0,0.1464,18
stytr2,5500,mural__img_593crop_0_0,0.1054,18
adain,5500,mural__img_593crop_0_0,0.0,18
sanet,5500,mural__img_593crop_0_0,0.0551,18
cast,5500,mural__img_593crop_0_0,0.1297,18
stytr2,5500,mural__img_739crop_1_1,0.1385,18
adain,5500,mural__img_739crop_1_1,0.0,18
sanet,5500,mural__img_739crop_1_1,0.0,18
cast,5500,mural__img_739crop_1_1,0.0776,18
stytr2,5500,western_painting__met_359775,0.1332,18
adain,5500,western_painting__met_359775,0.0,18
sanet,5500,western_painting__met_359775,0.0776,18
cast,5500,western_painting__met_359775,0.1405,18
stytr2,5500,western_painting__met_383787,0.1305,18
adain,5500,western_painting__met_383787,0.0,18
sanet,5500,western_painting__met_383787,0.0985,18
cast,5500,western_painting__met_383787,0.1384,18
stytr2,5500,western_painting__met_406721,0.1358,18
adain,5500,western_painting__met_406721,0.0,18
sanet,5500,western_painting__met_406721,0.0467,18
cast,5500,western_painting__met_406721,0.1054,18
stytr2,5500,western_painting__met_437769,0.1332,18
adain,5500,western_painting__met_437769,0.0,18
sanet,5500,western_painting__met_437769,0.0,18
cast,5500,western_painting__met_437769,0.1054,18
stytr2,5500,western_painting__met_437967,0.1335,18
adain,5500,western_painting__met_437967,0.0,18
sanet,5500,western_painting__met_437967,0.0,18
cast,5500,western_painting__met_437967,0.1305,18
stytr2,5500,western_painting__met_439405,0.127,18
adain,5500,western_painting__met_439405,0.0,18
sanet,5500,western_painting__met_439405,0.0,18
cast,5500,western_painting__met_439405,0.0935,18
stytr2,5500,western_painting__met_649693,0.1014,18
adain,5500,western_painting__met_649693,0.0,18
sanet,5500,western_painting__met_649693,0.0832,18
cast,5500,western_painting__met_649693,0.1385,18
stytr2,5500,western_painting__met_739494,0.1506,18
adain,5500,western_painting__met_739494,0.0,18
sanet,5500,western_painting__met_739494,0.0451,18
cast,5500,western_painting__met_739494,0.1266,18
stytr2,5500,western_painting__met_787672,0.1094,18
adain,5500,western_painting__met_787672,0.0,18
sanet,5500,western_painting__met_787672,0.0948,18
cast,5500,western_painting__met_787672,0.1385,18
stytr2,5500,western_painting__met_788182,0.1208,18
adain,5500,western_painting__met_788182,0.0,18
sanet,5500,western_painting__met_788182,0.0632,18
cast,5500,western_painting__met_788182,0.1196,18
stytr2,5638,chinese_landscape__130942,0.3956,13
adain,5638,chinese_landscape__130942,0.0,13
sanet,5638,chinese_landscape__130942,0.1392,13
cast,5638,chinese_landscape__130942,0.1648,13
stytr2,5638,chinese_landscape__132834,0.1648,13
adain,5638,chinese_landscape__132834,0.0,13
sanet,5638,chinese_landscape__132834,0.0993,13
cast,5638,chinese_landscape__132834,0.1392,13
stytr2,5638,chinese_landscape__132836,0.1648,13
adain,5638,chinese_landscape__132836,0.0,13
sanet,5638,chinese_landscape__132836,0.1648,13
cast,5638,chinese_landscape__132836,0.1392,13
stytr2,5638,chinese_landscape__132840,0.1648,13
adain,5638,chinese_landscape__132840,0.0,13
sanet,5638,chinese_landscape__132840,0.0513,13
cast,5638,chinese_landscape__132840,0.1456,13
stytr2,5638,chinese_landscape__132930,0.1978,13
adain,5638,chinese_landscape__132930,0.0,13
sanet,5638,chinese_landscape__132930,0.0,13
cast,5638,chinese_landscape__132930,0.3194,13
stytr2,5638,chinese_landscape__137205,0.2939,13
adain,5638,chinese_landscape__137205,0.0,13
sanet,5638,chinese_landscape__137205,0.2077,13
cast,5638,chinese_landscape__137205,0.1648,13
stytr2,5638,chinese_landscape__142574,0.1648,13
adain,5638,chinese_landscape__142574,0.0,13
sanet,5638,chinese_landscape__142574,0.0513,13
cast,5638,chinese_landscape__142574,0.1648,13
stytr2,5638,chinese_landscape__142578,0.1648,13
adain,5638,chinese_landscape__142578,0.0,13
sanet,5638,chinese_landscape__142578,0.1136,13
cast,5638,chinese_landscape__142578,0.1392,13
stytr2,5638,chinese_landscape__144829,0.1648,13
adain,5638,chinese_landscape__144829,0.0,13
sanet,5638,chinese_landscape__144829,0.1392,13
cast,5638,chinese_landscape__144829,0.3385,13
stytr2,5638,chinese_landscape__148342,0.1648,13
adain,5638,chinese_landscape__148342,0.0,13
sanet,5638,chinese_landscape__148342,0.1392,13
cast,5638,chinese_landscape__148342,0.1648,13
stytr2,5638,mural__img_1082crop_1_0,0.1648,13
adain,5638,mural__img_1082crop_1_0,0.0513,13
sanet,5638,mural__img_1082crop_1_0,0.0366,13
cast,5638,mural__img_1082crop_1_0,0.1722,13
stytr2,5638,mural__img_1224crop_0_0,0.0879,13
adain,5638,mural__img_1224crop_0_0,0.0,13
sanet,5638,mural__img_1224crop_0_0,0.0,13
cast,5638,mural__img_1224crop_0_0,0.2777,13
stytr2,5638,mural__img_1224crop_1_1,0.1392,13
adain,5638,mural__img_1224crop_1_1,0.0,13
sanet,5638,mural__img_1224crop_1_1,0.0,13
cast,5638,mural__img_1224crop_1_1,0.1392,13
stytr2,5638,mural__img_16crop_0_0,0.1456,13
adain,5638,mural__img_16crop_0_0,0.0,13
sanet,5638,mural__img_16crop_0_0,0.0623,13
cast,5638,mural__img_16crop_0_0,0.1392,13
stytr2,5638,mural__img_276crop_1_0,0.0,13
adain,5638,mural__img_276crop_1_0,0.0,13
sanet,5638,mural__img_276crop_1_0,0.0,13
cast,5638,mural__img_276crop_1_0,0.0513,13
stytr2,5638,mural__img_326crop_1_1,0.1392,13
adain,5638,mural__img_326crop_1_1,0.0,13
sanet,5638,mural__img_326crop_1_1,0.0,13
cast,5638,mural__img_326crop_1_1,0.1392,13
stytr2,5638,mural__img_327crop_0_1,0.1648,13
adain,5638,mural__img_327crop_0_1,0.0366,13
sanet,5638,mural__img_327crop_0_1,0.0256,13
cast,5638,mural__img_327crop_0_1,0.1648,13
stytr2,5638,mural__img_536crop_1_0,0.1648,13
adain,5638,mural__img_536crop_1_0,0.0,13
sanet,5638,mural__img_536crop_1_0,0.0879,13
cast,5638,mural__img_536crop_1_0,0.1648,13
stytr2,5638,mural__img_593crop_0_0,0.1648,13
adain,5638,mural__img_593crop_0_0,0.0,13
sanet,5638,mural__img_593crop_0_0,0.0,13
cast,5638,mural__img_593crop_0_0,0.1392,13
stytr2,5638,mural__img_739crop_1_1,0.1648,13
adain,5638,mural__img_739crop_1_1,0.0,13
sanet,5638,mural__img_739crop_1_1,0.0,13
cast,5638,mural__img_739crop_1_1,0.1648,13
stytr2,5638,western_painting__met_359775,0.1648,13
adain,5638,western_painting__met_359775,0.0,13
sanet,5638,western_painting__met_359775,0.0623,13
cast,5638,western_painting__met_359775,0.1648,13
stytr2,5638,western_painting__met_383787,0.1648,13
adain,5638,western_painting__met_383787,0.0,13
sanet,5638,western_painting__met_383787,0.0623,13
cast,5638,western_painting__met_383787,0.3404,13
stytr2,5638,western_painting__met_406721,0.1648,13
adain,5638,western_painting__met_406721,0.0,13
sanet,5638,western_painting__met_406721,0.2372,13
cast,5638,western_painting__met_406721,0.2825,13
stytr2,5638,western_painting__met_437769,0.0879,13
adain,5638,western_painting__met_437769,0.0,13
sanet,5638,western_painting__met_437769,0.0,13
cast,5638,western_painting__met_437769,0.3071,13
stytr2,5638,western_painting__met_437967,0.1648,13
adain,5638,western_painting__met_437967,0.0,13
sanet,5638,western_painting__met_437967,0.0,13
cast,5638,western_painting__met_437967,0.3209,13
stytr2,5638,western_painting__met_439405,0.1648,13
adain,5638,western_painting__met_439405,0.0,13
sanet,5638,western_painting__met_439405,0.0,13
cast,5638,western_painting__met_439405,0.1648,13
stytr2,5638,western_painting__met_649693,0.0879,13
adain,5638,western_painting__met_649693,0.0,13
sanet,5638,western_painting__met_649693,0.0623,13
cast,5638,western_painting__met_649693,0.1648,13
stytr2,5638,western_painting__met_739494,0.1648,13
adain,5638,western_painting__met_739494,0.0,13
sanet,5638,western_painting__met_739494,0.0,13
cast,5638,western_painting__met_739494,0.3124,13
stytr2,5638,western_painting__met_787672,0.0879,13
adain,5638,western_painting__met_787672,0.0,13
sanet,5638,western_painting__met_787672,0.0,13
cast,5638,western_painting__met_787672,0.1392,13
stytr2,5638,western_painting__met_788182,0.1648,13
adain,5638,western_painting__met_788182,0.0,13
sanet,5638,western_painting__met_788182,0.0,13
cast,5638,western_painting__met_788182,0.1648,13
stytr2,5751,chinese_landscape__130942,0.3881,8
adain,5751,chinese_landscape__130942,0.0,8
sanet,5751,chinese_landscape__130942,0.0625,8
cast,5751,chinese_landscape__130942,0.348,8
stytr2,5751,chinese_landscape__132834,0.2932,8
adain,5751,chinese_landscape__132834,0.0481,8
sanet,5751,chinese_landscape__132834,0.0673,8
cast,5751,chinese_landscape__132834,0.3316,8
stytr2,5751,chinese_landscape__132836,0.2736,8
adain,5751,chinese_landscape__132836,0.0577,8
sanet,5751,chinese_landscape__132836,0.0673,8
cast,5751,chinese_landscape__132836,0.3254,8
stytr2,5751,chinese_landscape__132840,0.318,8
adain,5751,chinese_landscape__132840,0.0,8
sanet,5751,chinese_landscape__132840,0.1238,8
cast,5751,chinese_landscape__132840,0.3137,8
stytr2,5751,chinese_landscape__132930,0.3177,8
adain,5751,chinese_landscape__132930,0.0,8
sanet,5751,chinese_landscape__132930,0.1302,8
cast,5751,chinese_landscape__132930,0.3379,8
stytr2,5751,chinese_landscape__137205,0.2897,8
adain,5751,chinese_landscape__137205,0.0481,8
sanet,5751,chinese_landscape__137205,0.0577,8
cast,5751,chinese_landscape__137205,0.3366,8
stytr2,5751,chinese_landscape__142574,0.3427,8
adain,5751,chinese_landscape__142574,0.0,8
sanet,5751,chinese_landscape__142574,0.095,8
cast,5751,chinese_landscape__142574,0.3391,8
stytr2,5751,chinese_landscape__142578,0.303,8
adain,5751,chinese_landscape__142578,0.0,8
sanet,5751,chinese_landscape__142578,0.1046,8
cast,5751,chinese_landscape__142578,0.3391,8
stytr2,5751,chinese_landscape__144829,0.3359,8
adain,5751,chinese_landscape__144829,0.0096,8
sanet,5751,chinese_landscape__144829,0.0948,8
cast,5751,chinese_landscape__144829,0.3391,8
stytr2,5751,chinese_landscape__148342,0.3177,8
adain,5751,chinese_landscape__148342,0.0,8
sanet,5751,chinese_landscape__148342,0.1375,8
cast,5751,chinese_landscape__148342,0.3082,8
stytr2,5751,mural__img_1082crop_1_0,0.3081,8
adain,5751,mural__img_1082crop_1_0,0.0,8
sanet,5751,mural__img_1082crop_1_0,0.0192,8
cast,5751,mural__img_1082crop_1_0,0.3177,8
stytr2,5751,mural__img_1224crop_0_0,0.1094,8
adain,5751,mural__img_1224crop_0_0,0.0,8
sanet,5751,mural__img_1224crop_0_0,0.0,8
cast,5751,mural__img_1224crop_0_0,0.2951,8
stytr2,5751,mural__img_1224crop_1_1,0.1514,8
adain,5751,mural__img_1224crop_1_1,0.0,8
sanet,5751,mural__img_1224crop_1_1,0.0192,8
cast,5751,mural__img_1224crop_1_1,0.2987,8
stytr2,5751,mural__img_16crop_0_0,0.2091,8
adain,5751,mural__img_16crop_0_0,0.0,8
sanet,5751,mural__img_16crop_0_0,0.0769,8
cast,5751,mural__img_16crop_0_0,0.3177,8
stytr2,5751,mural__img_276crop_1_0,0.0938,8
adain,5751,mural__img_276crop_1_0,0.0,8
sanet,5751,mural__img_276crop_1_0,0.0,8
cast,5751,mural__img_276crop_1_0,0.1094,8
stytr2,5751,mural__img_326crop_1_1,0.0781,8
adain,5751,mural__img_326crop_1_1,0.0,8
sanet,5751,mural__img_326crop_1_1,0.0,8
cast,5751,mural__img_326crop_1_1,0.3504,8
stytr2,5751,mural__img_327crop_0_1,0.1514,8
adain,5751,mural__img_327crop_0_1,0.0,8
sanet,5751,mural__img_327crop_0_1,0.0,8
cast,5751,mural__img_327crop_0_1,0.3022,8
stytr2,5751,mural__img_536crop_1_0,0.0938,8
adain,5751,mural__img_536crop_1_0,0.0,8
sanet,5751,mural__img_536crop_1_0,0.0,8
cast,5751,mural__img_536crop_1_0,0.3109,8
stytr2,5751,mural__img_593crop_0_0,0.2248,8
adain,5751,mural__img_593crop_0_0,0.0,8
sanet,5751,mural__img_593crop_0_0,0.0312,8
cast,5751,mural__img_593crop_0_0,0.3072,8
stytr2,5751,mural__img_739crop_1_1,0.2151,8
adain,5751,mural__img_739crop_1_1,0.0,8
sanet,5751,mural__img_739crop_1_1,0.0577,8
cast,5751,mural__img_739crop_1_1,0.3254,8
stytr2,5751,western_painting__met_359775,0.2866,8
adain,5751,western_painting__met_359775,0.0096,8
sanet,5751,western_painting__met_359775,0.1615,8
cast,5751,western_painting__met_359775,0.3254,8
stytr2,5751,western_painting__met_383787,0.2031,8
adain,5751,western_painting__met_383787,0.0577,8
sanet,5751,western_painting__met_383787,0.0859,8
cast,5751,western_painting__met_383787,0.3344,8
stytr2,5751,western_painting__met_406721,0.1454,8
adain,5751,western_painting__met_406721,0.0,8
sanet,5751,western_painting__met_406721,0.1696,8
cast,5751,western_painting__met_406721,0.3313,8
stytr2,5751,western_painting__met_437769,0.1322,8
adain,5751,western_painting__met_437769,0.0,8
sanet,5751,western_painting__met_437769,0.1238,8
cast,5751,western_painting__met_437769,0.3504,8
stytr2,5751,western_painting__met_437967,0.245,8
adain,5751,western_painting__met_437967,0.0,8
sanet,5751,western_painting__met_437967,0.0288,8
cast,5751,western_painting__met_437967,0.3254,8
stytr2,5751,western_painting__met_439405,0.0781,8
adain,5751,western_painting__met_439405,0.0,8
sanet,5751,western_painting__met_439405,0.0,8
cast,5751,western_painting__met_439405,0.3088,8
stytr2,5751,western_painting__met_649693,0.0791,8
adain,5751,western_painting__met_649693,0.0577,8
sanet,5751,western_painting__met_649693,0.0577,8
cast,5751,western_painting__met_649693,0.32,8
stytr2,5751,western_painting__met_739494,0.2701,8
adain,5751,western_painting__met_739494,0.0,8
sanet,5751,western_painting__met_739494,0.1334,8
cast,5751,western_painting__met_739494,0.3254,8
stytr2,5751,western_painting__met_787672,0.2076,8
adain,5751,western_painting__met_787672,0.0481,8
sanet,5751,western_painting__met_787672,0.149,8
cast,5751,western_painting__met_787672,0.3302,8
stytr2,5751,western_painting__met_788182,0.2428,8
adain,5751,western_painting__met_788182,0.0,8
sanet,5751,western_painting__met_788182,0.1202,8
cast,5751,western_painting__met_788182,0.3313,8
stytr2,5760,chinese_landscape__130942,0.4345,10
adain,5760,chinese_landscape__130942,0.0,10
sanet,5760,chinese_landscape__130942,0.0857,10
cast,5760,chinese_landscape__130942,0.469,10
stytr2,5760,chinese_landscape__132834,0.4143,10
adain,5760,chinese_landscape__132834,0.0,10
sanet,5760,chinese_landscape__132834,0.0714,10
cast,5760,chinese_landscape__132834,0.4607,10
stytr2,5760,chinese_landscape__132836,0.3893,10
adain,5760,chinese_landscape__132836,0.0,10
sanet,5760,chinese_landscape__132836,0.0,10
cast,5760,chinese_landscape__132836,0.4857,10
stytr2,5760,chinese_landscape__132840,0.4143,10
adain,5760,chinese_landscape__132840,0.0,10
sanet,5760,chinese_landscape__132840,0.0857,10
cast,5760,chinese_landscape__132840,0.3845,10
stytr2,5760,chinese_landscape__132930,0.4179,10
adain,5760,chinese_landscape__132930,0.0,10
sanet,5760,chinese_landscape__132930,0.0,10
cast,5760,chinese_landscape__132930,0.4262,10
stytr2,5760,chinese_landscape__137205,0.275,10
adain,5760,chinese_landscape__137205,0.0,10
sanet,5760,chinese_landscape__137205,0.0,10
cast,5760,chinese_landscape__137205,0.4607,10
stytr2,5760,chinese_landscape__142574,0.3929,10
adain,5760,chinese_landscape__142574,0.0,10
sanet,5760,chinese_landscape__142574,0.1167,10
cast,5760,chinese_landscape__142574,0.4429,10
stytr2,5760,chinese_landscape__142578,0.4429,10
adain,5760,chinese_landscape__142578,0.0,10
sanet,5760,chinese_landscape__142578,0.2143,10
cast,5760,chinese_landscape__142578,0.4179,10
stytr2,5760,chinese_landscape__144829,0.4167,10
adain,5760,chinese_landscape__144829,0.0,10
sanet,5760,chinese_landscape__144829,0.0857,10
cast,5760,chinese_landscape__144829,0.4262,10
stytr2,5760,chinese_landscape__148342,0.4095,10
adain,5760,chinese_landscape__148342,0.0,10
sanet,5760,chinese_landscape__148342,0.1071,10
cast,5760,chinese_landscape__148342,0.4095,10
stytr2,5760,mural__img_1082crop_1_0,0.3893,10
adain,5760,mural__img_1082crop_1_0,0.0,10
sanet,5760,mural__img_1082crop_1_0,0.0571,10
cast,5760,mural__img_1082crop_1_0,0.3893,10
stytr2,5760,mural__img_1224crop_0_0,0.1857,10
adain,5760,mural__img_1224crop_0_0,0.0,10
sanet,5760,mural__img_1224crop_0_0,0.0,10
cast,5760,mural__img_1224crop_0_0,0.4526,10
stytr2,5760,mural__img_1224crop_1_1,0.2976,10
adain,5760,mural__img_1224crop_1_1,0.0,10
sanet,5760,mural__img_1224crop_1_1,0.05,10
cast,5760,mural__img_1224crop_1_1,0.3726,10
stytr2,5760,mural__img_16crop_0_0,0.2726,10
adain,5760,mural__img_16crop_0_0,0.0,10
sanet,5760,mural__img_16crop_0_0,0.0286,10
cast,5760,mural__img_16crop_0_0,0.3762,10
