method,output,ssim,lpips,e_ssim,l_c,l_s
cast,7447__mural__img_326crop_1_1.png,0.5228,0.6653,0.3001,2.2337,4.4544
cast,7447__mural__img_327crop_0_1.png,0.4753,0.6236,0.2942,2.2391,5.1837
cast,7447__mural__img_536crop_1_0.png,0.4741,0.6012,0.3067,2.1174,5.1294
cast,7447__mural__img_593crop_0_0.png,0.4219,0.5953,0.2551,2.337,4.8845
cast,7447__mural__img_739crop_1_1.png,0.4112,0.5371,0.3115,2.0977,6.4548
cast,7447__western_painting__met_359775.png,0.6567,0.5555,0.4493,1.9032,3.0412
cast,7447__western_painting__met_383787.png,0.5992,0.5904,0.4299,2.0547,2.3326
cast,7447__western_painting__met_406721.png,0.5316,0.6293,0.3059,2.1334,3.0951
cast,7447__western_painting__met_437769.png,0.3552,0.5658,0.2802,2.1737,2.0187
cast,7447__western_painting__met_437967.png,0.5073,0.5693,0.2894,2.126,2.2226
cast,7447__western_painting__met_439405.png,0.5423,0.5532,0.3887,1.9959,3.6163
cast,7447__western_painting__met_649693.png,0.6294,0.5573,0.4875,1.9097,4.5762
cast,7447__western_painting__met_739494.png,0.6313,0.5355,0.4521,1.9454,2.2184
cast,7447__western_painting__met_787672.png,0.5541,0.5386,0.3771,1.9753,2.7804
cast,7447__western_painting__met_788182.png,0.5707,0.5898,0.4027,2.1084,1.9462
cast,7555__chinese_landscape__130942.png,0.6763,0.5998,0.498,2.364,2.1385
cast,7555__chinese_landscape__132834.png,0.7251,0.5941,0.5867,2.432,1.5727
cast,7555__chinese_landscape__132836.png,0.7063,0.5888,0.5678,2.5388,1.516
cast,7555__chinese_landscape__132840.png,0.7676,0.5387,0.6559,2.2229,1.6134
cast,7555__chinese_landscape__132930.png,0.7456,0.5836,0.5843,2.3582,1.0763
cast,7555__chinese_landscape__137205.png,0.6116,0.7081,0.4612,2.8281,1.9058
cast,7555__chinese_landscape__142574.png,0.7172,0.6177,0.5539,2.3827,1.3968
cast,7555__chinese_landscape__142578.png,0.6089,0.6708,0.4193,2.8109,1.6658
cast,7555__chinese_landscape__144829.png,0.6812,0.6692,0.5172,2.432,1.7179
cast,7555__chinese_landscape__148342.png,0.567,0.6545,0.3392,2.8094,1.6315
cast,7555__mural__img_1082crop_1_0.png,0.3445,0.7392,0.3033,3.0138,7.43
cast,7555__mural__img_1224crop_0_0.png,0.2181,0.7601,0.1871,3.1071,11.5882
cast,7555__mural__img_1224crop_1_1.png,0.3019,0.7514,0.2405,3.0974,14.8283
cast,7555__mural__img_16crop_0_0.png,0.4552,0.7585,0.3693,2.8999,3.954
cast,7555__mural__img_276crop_1_0.png,0.4326,0.7334,0.2734,3.0901,4.638
cast,7555__mural__img_326crop_1_1.png,0.5002,0.7552,0.3518,2.9084,4.6846
cast,7555__mural__img_327crop_0_1.png,0.4206,0.7379,0.3194,2.9382,6.9792
cast,7555__mural__img_536crop_1_0.png,0.3904,0.7511,0.3136,2.9287,6.1939
cast,7555__mural__img_593crop_0_0.png,0.3275,0.7115,0.2474,3.0491,4.9578
cast,7555__mural__img_739crop_1_1.png,0.2871,0.6872,0.3142,2.9502,5.2723
cast,7555__western_painting__met_359775.png,0.6646,0.6437,0.4236,2.3538,2.65
cast,7555__western_painting__met_383787.png,0.7806,0.5656,0.647,1.9857,1.69
cast,7555__western_painting__met_406721.png,0.6318,0.7524,0.4062,2.7436,2.5416
cast,7555__western_painting__met_437769.png,0.2563,0.6804,0.3873,2.7634,2.4848
cast,7555__western_painting__met_437967.png,0.4319,0.6419,0.378,2.6175,2.6995
cast,7555__western_painting__met_439405.png,0.4677,0.6271,0.4261,2.3766,3.3105
cast,7555__western_painting__met_649693.png,0.6946,0.5657,0.5663,2.1313,3.1374
cast,7555__western_painting__met_739494.png,0.7145,0.5479,0.5213,2.2307,3.1059
cast,7555__western_painting__met_787672.png,0.6112,0.5992,0.4531,2.6351,2.3191
cast,7555__western_painting__met_788182.png,0.7282,0.5422,0.5958,2.3374,1.8383
cast,7638__chinese_landscape__130942.png,0.6538,0.5322,0.5142,2.1647,3.3597
cast,7638__chinese_landscape__132834.png,0.5826,0.5526,0.4622,2.2186,2.7195
cast,7638__chinese_landscape__132836.png,0.5669,0.5752,0.4493,2.3227,2.9951
cast,7638__chinese_landscape__132840.png,0.6035,0.5555,0.4976,2.3433,3.3783
cast,7638__chinese_landscape__132930.png,0.6572,0.534,0.5422,2.0932,1.6195
cast,7638__chinese_landscape__137205.png,0.424,0.6807,0.2856,2.6437,4.5369
cast,7638__chinese_landscape__142574.png,0.6721,0.5234,0.5456,2.061,2.122
cast,7638__chinese_landscape__142578.png,0.5532,0.5814,0.3723,2.2943,2.8587
cast,7638__chinese_landscape__144829.png,0.6061,0.5491,0.4897,2.1458,2.8156
cast,7638__chinese_landscape__148342.png,0.5421,0.5638,0.2965,2.3695,2.5737
cast,7638__mural__img_1082crop_1_0.png,0.4169,0.5888,0.2948,2.1634,4.8981
cast,7638__mural__img_1224crop_0_0.png,0.2803,0.6314,0.2077,2.3992,9.4366
cast,7638__mural__img_1224crop_1_1.png,0.2771,0.6409,0.1895,2.4394,12.0221
cast,7638__mural__img_16crop_0_0.png,0.5685,0.5826,0.4101,2.175,4.4657
cast,7638__mural__img_276crop_1_0.png,0.383,0.6717,0.2197,2.3377,5.8522
cast,7638__mural__img_326crop_1_1.png,0.5685,0.5739,0.3396,2.0553,4.4635
cast,7638__mural__img_327crop_0_1.png,0.4578,0.5847,0.2798,2.1133,5.0824
cast,7638__mural__img_536crop_1_0.png,0.4838,0.5843,0.3108,2.1275,5.4704
cast,7638__mural__img_593crop_0_0.png,0.3926,0.606,0.2451,2.3661,4.9706
cast,7638__mural__img_739crop_1_1.png,0.4354,0.4939,0.4183,1.9149,6.0302
cast,7638__western_painting__met_359775.png,0.6921,0.472,0.525,1.8697,2.0155
cast,7638__western_painting__met_383787.png,0.6484,0.5309,0.5583,2.1085,1.7927
cast,7638__western_painting__met_406721.png,0.5415,0.5746,0.319,2.0727,3.0937
cast,7638__western_painting__met_437769.png,0.4222,0.4794,0.4969,1.9351,1.9035
cast,7638__western_painting__met_437967.png,0.6253,0.4124,0.4983,1.7564,2.0028
cast,7638__western_painting__met_439405.png,0.645,0.4235,0.5864,1.6697,4.3638
cast,7638__western_painting__met_649693.png,0.6293,0.4891,0.4997,2.0535,3.1421
cast,7638__western_painting__met_739494.png,0.6788,0.477,0.532,1.9382,1.3932
cast,7638__western_painting__met_787672.png,0.4974,0.5552,0.3676,2.2551,2.0479
cast,7638__western_painting__met_788182.png,0.5982,0.5333,0.4917,2.2073,1.6197
cast,7648__chinese_landscape__130942.png,0.6319,0.6255,0.5323,2.2887,2.1556
cast,7648__chinese_landscape__132834.png,0.593,0.6215,0.5169,2.2665,1.7101
cast,7648__chinese_landscape__132836.png,0.5808,0.647,0.4899,2.3802,2.0747
cast,7648__chinese_landscape__132840.png,0.5952,0.6354,0.5258,2.3278,2.466
cast,7648__chinese_landscape__132930.png,0.6306,0.6483,0.5612,2.259,1.3746
cast,7648__chinese_landscape__137205.png,0.4348,0.7265,0.3223,2.6815,3.2981
cast,7648__chinese_landscape__142574.png,0.6407,0.6346,0.5624,2.2466,1.3516
cast,7648__chinese_landscape__142578.png,0.5686,0.6612,0.4243,2.5088,1.7724
cast,7648__chinese_landscape__144829.png,0.6046,0.6452,0.531,2.2884,1.794
cast,7648__chinese_landscape__148342.png,0.5736,0.6605,0.3982,2.5512,1.5513
cast,7648__mural__img_1082crop_1_0.png,0.4202,0.5778,0.2999,2.1684,4.2836
cast,7648__mural__img_1224crop_0_0.png,0.2931,0.6204,0.2103,2.3512,7.9795
cast,7648__mural__img_1224crop_1_1.png,0.3045,0.6359,0.1991,2.4037,9.054
cast,7648__mural__img_16crop_0_0.png,0.5513,0.5039,0.4184,2.1349,4.3561
cast,7648__mural__img_276crop_1_0.png,0.4165,0.6521,0.2547,2.3822,4.1809
cast,7648__mural__img_326crop_1_1.png,0.6046,0.5785,0.4241,2.1427,3.3679
cast,7648__mural__img_327crop_0_1.png,0.5394,0.5597,0.3471,2.0929,4.1607
cast,7648__mural__img_536crop_1_0.png,0.5275,0.5345,0.359,2.0621,3.5274
cast,7648__mural__img_593crop_0_0.png,0.4333,0.5376,0.2643,2.1545,3.9453
cast,7648__mural__img_739crop_1_1.png,0.3656,0.5257,0.315,2.0629,4.5633
cast,7648__western_painting__met_359775.png,0.6692,0.5869,0.5787,2.1438,2.3973
cast,7648__western_painting__met_383787.png,0.625,0.6046,0.5683,2.1165,2.5415
cast,7648__western_painting__met_406721.png,0.6038,0.5916,0.4515,2.1477,2.4249
cast,7648__western_painting__met_437769.png,0.3617,0.5576,0.4572,2.1473,1.5894
cast,7648__western_painting__met_437967.png,0.5538,0.5448,0.5044,2.122,1.7208
cast,7648__western_painting__met_439405.png,0.5548,0.4962,0.5132,1.96,2.1186
cast,7648__western_painting__met_649693.png,0.6171,0.5923,0.5207,2.1332,4.4439
cast,7648__western_painting__met_739494.png,0.6636,0.5419,0.5882,2.0709,2.3766
cast,7648__western_painting__met_787672.png,0.5398,0.5767,0.3997,2.2094,2.1244
cast,7648__western_painting__met_788182.png,0.6047,0.6049,0.535,2.2624,1.716
cast,7692__chinese_landscape__130942.png,0.585,0.5557,0.5051,2.2679,2.2428
cast,7692__chinese_landscape__132834.png,0.5704,0.5415,0.4608,2.2154,1.6722
cast,7692__chinese_landscape__132836.png,0.5335,0.5811,0.4065,2.3797,2.0505
cast,7692__chinese_landscape__132840.png,0.544,0.5954,0.4425,2.4182,1.975
cast,7692__chinese_landscape__132930.png,0.5903,0.5751,0.5239,2.2907,1.034
cast,7692__chinese_landscape__137205.png,0.4359,0.6422,0.3046,2.7352,3.0613
cast,7692__chinese_landscape__142574.png,0.6005,0.5566,0.543,2.1816,1.2197
cast,7692__chinese_landscape__142578.png,0.549,0.565,0.4069,2.3974,1.7158
cast,7692__chinese_landscape__144829.png,0.5748,0.5574,0.5129,2.2082,1.5248
cast,7692__chinese_landscape__148342.png,0.5455,0.5758,0.4095,2.5407,1.685
cast,7692__mural__img_1082crop_1_0.png,0.41,0.5238,0.3123,2.1436,5.188
cast,7692__mural__img_1224crop_0_0.png,0.3034,0.6027,0.2308,2.4377,8.9172
cast,7692__mural__img_1224crop_1_1.png,0.3214,0.599,0.2154,2.485,10.5815
cast,7692__mural__img_16crop_0_0.png,0.4697,0.5157,0.4927,2.1602,4.6436
cast,7692__mural__img_276crop_1_0.png,0.4744,0.523,0.3416,2.1566,5.8749
cast,7692__mural__img_326crop_1_1.png,0.556,0.5248,0.4704,2.0151,3.83
cast,7692__mural__img_327crop_0_1.png,0.5202,0.5051,0.3846,2.0596,4.5879
cast,7692__mural__img_536crop_1_0.png,0.4857,0.5225,0.3807,2.0936,4.4101
cast,7692__mural__img_593crop_0_0.png,0.4216,0.5405,0.3239,2.3114,3.9018
cast,7692__mural__img_739crop_1_1.png,0.3339,0.4864,0.3506,2.1337,4.1664
cast,7692__western_painting__met_359775.png,0.6007,0.5129,0.5449,2.0175,2.5573
cast,7692__western_painting__met_383787.png,0.5904,0.5529,0.5237,2.111,2.0076
cast,7692__western_painting__met_406721.png,0.6011,0.5495,0.4894,2.0724,2.4475
cast,7692__western_painting__met_437769.png,0.2757,0.5497,0.4303,2.193,1.2737
cast,7692__western_painting__met_437967.png,0.4565,0.5105,0.501,2.0439,1.6647
cast,7692__western_painting__met_439405.png,0.4968,0.4235,0.5335,1.8162,2.4041
cast,7692__western_painting__met_649693.png,0.5626,0.523,0.4399,2.1378,4.7277
cast,7692__western_painting__met_739494.png,0.6448,0.4728,0.5748,1.9859,2.3346
cast,7692__western_painting__met_787672.png,0.5195,0.5188,0.3747,2.1642,2.1507
cast,7692__western_painting__met_788182.png,0.55,0.5542,0.4624,2.2758,1.6688
cast,7754__chinese_landscape__130942.png,0.5789,0.6506,0.4846,2.1851,2.6749
cast,7754__chinese_landscape__132834.png,0.5056,0.6531,0.4538,2.3825,1.6507
cast,7754__chinese_landscape__132836.png,0.4681,0.6717,0.4213,2.4231,2.29
cast,7754__chinese_landscape__132840.png,0.5772,0.6149,0.6303,2.2372,2.7001
cast,7754__chinese_landscape__132930.png,0.6191,0.5757,0.6315,1.9722,1.6082
cast,7754__chinese_landscape__137205.png,0.2979,0.748,0.205,2.5777,3.8925
cast,7754__chinese_landscape__142574.png,0.6207,0.6052,0.5788,2.1132,1.8502
cast,7754__chinese_landscape__142578.png,0.4282,0.6989,0.2827,2.4174,2.0413
cast,7754__chinese_landscape__144829.png,0.5536,0.6561,0.4871,2.2753,1.7602
cast,7754__chinese_landscape__148342.png,0.4424,0.6644,0.2404,2.4597,1.6853
cast,7754__mural__img_1082crop_1_0.png,0.2572,0.7065,0.1693,2.5843,5.3775
cast,7754__mural__img_1224crop_0_0.png,0.1667,0.7606,0.1325,2.6808,7.3726
cast,7754__mural__img_1224crop_1_1.png,0.1566,0.7445,0.0963,2.6987,8.6273
cast,7754__mural__img_16crop_0_0.png,0.5481,0.6835,0.4946,2.504,3.2487
cast,7754__mural__img_276crop_1_0.png,0.3405,0.5702,0.1823,2.4338,3.701
cast,7754__mural__img_326crop_1_1.png,0.4743,0.7086,0.3479,2.5274,2.146
cast,7754__mural__img_327crop_0_1.png,0.3035,0.7008,0.1733,2.525,4.3806
cast,7754__mural__img_536crop_1_0.png,0.3098,0.7327,0.2008,2.5646,3.9801
cast,7754__mural__img_593crop_0_0.png,0.2696,0.7565,0.1564,2.6575,2.9658
cast,7754__mural__img_739crop_1_1.png,0.3215,0.6614,0.3533,2.3715,3.6237
cast,7754__western_painting__met_359775.png,0.5891,0.6621,0.5053,2.1425,2.4991
cast,7754__western_painting__met_383787.png,0.6056,0.6408,0.6773,1.9995,2.9712
cast,7754__western_painting__met_406721.png,0.4185,0.6883,0.2571,2.5264,1.7382
cast,7754__western_painting__met_437769.png,0.4871,0.6681,0.641,2.193,1.5586
cast,7754__western_painting__met_437967.png,0.6613,0.5883,0.6467,2.0769,1.7154
cast,7754__western_painting__met_439405.png,0.6967,0.4711,0.7092,1.8161,1.6168
cast,7754__western_painting__met_649693.png,0.4974,0.626,0.4422,2.2159,4.3228
cast,7754__western_painting__met_739494.png,0.5941,0.6283,0.4782,2.1428,2.5119
cast,7754__western_painting__met_787672.png,0.301,0.7309,0.2032,2.5756,2.9994
cast,7754__western_painting__met_788182.png,0.5118,0.6474,0.4732,2.3083,1.8486
cast,7759__chinese_landscape__130942.png,0.637,0.6029,0.4901,2.3633,2.3443
cast,7759__chinese_landscape__132834.png,0.5752,0.6107,0.4362,2.3828,2.0811
cast,7759__chinese_landscape__132836.png,0.5334,0.6486,0.3993,2.5199,2.4319
cast,7759__chinese_landscape__132840.png,0.6159,0.6049,0.5374,2.4628,2.8469
cast,7759__chinese_landscape__132930.png,0.6591,0.6193,0.5535,2.2644,1.3129
cast,7759__chinese_landscape__137205.png,0.3623,0.7362,0.2257,2.7659,4.1327
cast,7759__chinese_landscape__142574.png,0.6754,0.5983,0.5596,2.1976,1.5016
cast,7759__chinese_landscape__142578.png,0.5166,0.6445,0.3089,2.4098,1.8665
cast,7759__chinese_landscape__144829.png,0.636,0.6013,0.5339,2.2037,1.8142
cast,7759__chinese_landscape__148342.png,0.5485,0.6264,0.3176,2.4177,1.4529
cast,7759__mural__img_1082crop_1_0.png,0.4192,0.5913,0.3188,2.2996,5.3606
cast,7759__mural__img_1224crop_0_0.png,0.2653,0.6314,0.2,2.5328,8.5235
cast,7759__mural__img_1224crop_1_1.png,0.2427,0.6723,0.1521,2.6038,10.3815
cast,7759__mural__img_16crop_0_0.png,0.6273,0.5043,0.4349,2.0706,3.1196
cast,7759__mural__img_276crop_1_0.png,0.3837,0.7135,0.2305,2.5012,3.7346
cast,7759__mural__img_326crop_1_1.png,0.6287,0.5709,0.4404,2.1226,3.0806
cast,7759__mural__img_327crop_0_1.png,0.5014,0.5742,0.344,2.2676,4.4254
cast,7759__mural__img_536crop_1_0.png,0.5135,0.5333,0.375,2.2106,3.8412
cast,7759__mural__img_593crop_0_0.png,0.4202,0.5591,0.269,2.3689,3.4432
cast,7759__mural__img_739crop_1_1.png,0.3401,0.5506,0.4098,2.1684,3.7789
cast,7759__western_painting__met_359775.png,0.7172,0.518,0.5435,2.0406,2.092
cast,7759__western_painting__met_383787.png,0.6614,0.5642,0.6015,2.1681,2.1167
cast,7759__western_painting__met_406721.png,0.5951,0.5545,0.3694,2.2122,1.7903
cast,7759__western_painting__met_437769.png,0.417,0.4887,0.5212,2.0131,1.234
cast,7759__western_painting__met_437967.png,0.6155,0.4977,0.4753,1.9897,1.5709
cast,7759__western_painting__met_439405.png,0.5839,0.4953,0.5514,1.9399,1.5848
cast,7759__western_painting__met_649693.png,0.6065,0.5877,0.4843,2.2664,3.5191
cast,7759__western_painting__met_739494.png,0.6895,0.5043,0.531,2.0511,1.9964
cast,7759__western_painting__met_787672.png,0.4561,0.5937,0.2955,2.4335,2.171
cast,7759__western_painting__met_788182.png,0.5803,0.599,0.4676,2.3919,1.833
cast,7790__chinese_landscape__130942.png,0.6093,0.6492,0.434,2.3571,2.9916
cast,7790__chinese_landscape__132834.png,0.6351,0.5792,0.4639,2.2884,2.3528
cast,7790__chinese_landscape__132836.png,0.6078,0.5985,0.4606,2.3759,2.5649
cast,7790__chinese_landscape__132840.png,0.6487,0.5913,0.5228,2.3255,2.7606
cast,7790__chinese_landscape__132930.png,0.6553,0.6098,0.4804,2.3778,1.4864
cast,7790__chinese_landscape__137205.png,0.4824,0.7015,0.3278,2.6816,3.5798
cast,7790__chinese_landscape__142574.png,0.652,0.6036,0.4711,2.3332,1.8933
cast,7790__chinese_landscape__142578.png,0.5535,0.6762,0.2882,2.5488,2.2053
cast,7790__chinese_landscape__144829.png,0.6113,0.6425,0.4654,2.3277,2.1435
cast,7790__chinese_landscape__148342.png,0.505,0.6713,0.2557,2.6379,2.3084
cast,7790__mural__img_1082crop_1_0.png,0.3468,0.6024,0.2307,2.489,5.7301
cast,7790__mural__img_1224crop_0_0.png,0.2305,0.699,0.1512,2.7234,9.1153
cast,7790__mural__img_1224crop_1_1.png,0.2587,0.6858,0.1607,2.7013,11.87
cast,7790__mural__img_16crop_0_0.png,0.4597,0.5645,0.339,2.3422,4.5789
cast,7790__mural__img_276crop_1_0.png,0.4401,0.5807,0.2224,2.6295,5.6023
cast,7790__mural__img_326crop_1_1.png,0.5039,0.634,0.2847,2.3498,4.6781
cast,7790__mural__img_327crop_0_1.png,0.4217,0.6346,0.2507,2.4165,5.6381
cast,7790__mural__img_536crop_1_0.png,0.4145,0.632,0.2688,2.395,5.115
cast,7790__mural__img_593crop_0_0.png,0.3692,0.7015,0.2083,2.497,4.6676
cast,7790__mural__img_739crop_1_1.png,0.2855,0.5941,0.2766,2.4448,4.6434
cast,7790__western_painting__met_359775.png,0.6206,0.6662,0.4163,2.2954,2.3521
cast,7790__western_painting__met_383787.png,0.6792,0.6179,0.5524,2.1193,1.9896
cast,7790__western_painting__met_406721.png,0.581,0.6062,0.3166,2.2902,2.7227
cast,7790__western_painting__met_437769.png,0.2674,0.707,0.358,2.5396,1.7233
cast,7790__western_painting__met_437967.png,0.4403,0.619,0.337,2.4319,1.7093
cast,7790__western_painting__met_439405.png,0.4646,0.5318,0.3875,2.2347,3.5358
cast,7790__western_painting__met_649693.png,0.6292,0.5237,0.5087,2.1734,3.2531
cast,7790__western_painting__met_739494.png,0.6512,0.5891,0.4695,2.193,1.9244
cast,7790__western_painting__met_787672.png,0.5588,0.5784,0.3953,2.3106,1.7445
cast,7790__western_painting__met_788182.png,0.6267,0.5934,0.4896,2.2956,1.64
cast,7835__chinese_landscape__130942.png,0.6163,0.5943,0.4745,2.2295,3.0841
cast,7835__chinese_landscape__132834.png,0.5087,0.6416,0.3534,2.5142,2.5487
cast,7835__chinese_landscape__132836.png,0.4656,0.6673,0.3262,2.6017,3.3904
cast,7835__chinese_landscape__132840.png,0.6233,0.6329,0.5462,2.4144,2.1281
cast,7835__chinese_landscape__132930.png,0.6826,0.5504,0.5899,1.939,1.1339
cast,7835__chinese_landscape__137205.png,0.3298,0.7201,0.2063,2.715,4.6013
cast,7835__chinese_landscape__142574.png,0.682,0.5598,0.5587,1.9929,1.5466
cast,7835__chinese_landscape__142578.png,0.4789,0.6295,0.2873,2.4955,2.654
cast,7835__chinese_landscape__144829.png,0.5762,0.6422,0.4603,2.3775,2.1906
cast,7835__chinese_landscape__148342.png,0.5148,0.5882,0.2749,2.3902,1.7378
cast,7835__mural__img_1082crop_1_0.png,0.3258,0.6425,0.2386,2.5701,6.3037
cast,7835__mural__img_1224crop_0_0.png,0.2369,0.7013,0.1828,2.77,8.3067
cast,7835__mural__img_1224crop_1_1.png,0.2344,0.6969,0.1486,2.7962,11.1413
cast,7835__mural__img_16crop_0_0.png,0.5553,0.5752,0.5096,2.1864,3.3179
cast,7835__mural__img_276crop_1_0.png,0.4033,0.59,0.2686,2.4414,5.2832
cast,7835__mural__img_326crop_1_1.png,0.5291,0.6279,0.3579,2.2719,3.4557
cast,7835__mural__img_327crop_0_1.png,0.3934,0.634,0.261,2.4316,5.2238
cast,7835__mural__img_536crop_1_0.png,0.4035,0.6556,0.2993,2.4977,6.3003
cast,7835__mural__img_593crop_0_0.png,0.362,0.6385,0.2399,2.5519,4.3777
cast,7835__mural__img_739crop_1_1.png,0.317,0.5939,0.3961,2.3865,4.0856
cast,7835__western_painting__met_359775.png,0.6478,0.5755,0.4835,1.9898,1.4903
cast,7835__western_painting__met_383787.png,0.6855,0.6098,0.6584,2.0253,1.4125
cast,7835__western_painting__met_406721.png,0.4935,0.6634,0.3186,2.4509,2.8002
cast,7835__western_painting__met_437769.png,0.3903,0.5848,0.5987,2.1276,1.4248
cast,7835__western_painting__met_437967.png,0.6078,0.502,0.5841,1.9057,1.4046
cast,7835__western_painting__met_439405.png,0.6261,0.4035,0.6498,1.693,2.7498
cast,7835__western_painting__met_649693.png,0.5097,0.6168,0.3921,2.3205,3.4404
cast,7835__western_painting__met_739494.png,0.6655,0.5204,0.5167,2.041,1.3388
cast,7835__western_painting__met_787672.png,0.3679,0.6605,0.2371,2.7037,2.5966
cast,7835__western_painting__met_788182.png,0.5135,0.622,0.4036,2.419,1.5997
cast,7935__chinese_landscape__130942.png,0.4659,0.5974,0.4389,2.2623,2.6524
cast,7935__chinese_landscape__132834.png,0.3898,0.5836,0.3675,2.3044,2.0291
cast,7935__chinese_landscape__132836.png,0.3895,0.5986,0.3657,2.3265,2.4264
cast,7935__chinese_landscape__132840.png,0.3796,0.6268,0.3833,2.4453,2.9285
cast,7935__chinese_landscape__132930.png,0.4131,0.6008,0.4198,2.3669,1.2953
cast,7935__chinese_landscape__137205.png,0.3665,0.6272,0.3176,2.494,3.2608
cast,7935__chinese_landscape__142574.png,0.4358,0.5794,0.4233,2.3826,1.3976
cast,7935__chinese_landscape__142578.png,0.4259,0.6117,0.3885,2.3832,1.8755
cast,7935__chinese_landscape__144829.png,0.418,0.5713,0.4088,2.2847,1.8835
cast,7935__chinese_landscape__148342.png,0.4215,0.6203,0.3337,2.5221,1.6728
cast,7935__mural__img_1082crop_1_0.png,0.4799,0.5741,0.3889,2.2243,4.4792
cast,7935__mural__img_1224crop_0_0.png,0.3875,0.6023,0.2606,2.3366,8.3389
cast,7935__mural__img_1224crop_1_1.png,0.3007,0.6299,0.2011,2.4185,9.1271
cast,7935__mural__img_16crop_0_0.png,0.5114,0.5814,0.4286,2.3553,4.2051
cast,7935__mural__img_276crop_1_0.png,0.3809,0.6509,0.2633,2.5429,4.3824
cast,7935__mural__img_326crop_1_1.png,0.4802,0.586,0.3551,2.3096,3.5688
cast,7935__mural__img_327crop_0_1.png,0.4424,0.5704,0.3682,2.1643,4.3402
cast,7935__mural__img_536crop_1_0.png,0.4957,0.5741,0.3967,2.1432,3.2866
cast,7935__mural__img_593crop_0_0.png,0.4458,0.6391,0.2904,2.2663,3.97
cast,7935__mural__img_739crop_1_1.png,0.6085,0.479,0.6056,1.9519,4.868
cast,7935__western_painting__met_359775.png,0.5062,0.5507,0.4872,2.1836,2.5375
cast,7935__western_painting__met_383787.png,0.4013,0.5849,0.4674,2.2558,2.3831
cast,7935__western_painting__met_406721.png,0.3818,0.5694,0.2868,2.4224,2.5012
cast,7935__western_painting__met_437769.png,0.5615,0.5592,0.5742,2.0524,1.9634
cast,7935__western_painting__met_437967.png,0.6476,0.514,0.578,2.0564,1.9803
cast,7935__western_painting__met_439405.png,0.6732,0.5018,0.6425,1.9006,2.7586
cast,7935__western_painting__met_649693.png,0.4157,0.5562,0.365,2.1971,4.5138
cast,7935__western_painting__met_739494.png,0.4617,0.5583,0.4594,2.1411,2.5574
cast,7935__western_painting__met_787672.png,0.3706,0.5898,0.3304,2.3023,2.8213
cast,7935__western_painting__met_788182.png,0.3861,0.6167,0.3875,2.3364,1.8286
cast,8125__chinese_landscape__130942.png,0.5401,0.703,0.3671,2.4702,2.3724
cast,8125__chinese_landscape__132834.png,0.5585,0.6884,0.4106,2.4187,1.7887
cast,8125__chinese_landscape__132836.png,0.4971,0.7121,0.36,2.551,2.1766
cast,8125__chinese_landscape__132840.png,0.6586,0.6865,0.5749,2.354,1.9954
cast,8125__chinese_landscape__132930.png,0.6522,0.7014,0.5028,2.3743,1.1723
cast,8125__chinese_landscape__137205.png,0.3499,0.7771,0.2196,2.8962,3.6653
cast,8125__chinese_landscape__142574.png,0.6347,0.7042,0.4846,2.3915,1.4303
cast,8125__chinese_landscape__142578.png,0.4657,0.7356,0.2765,2.7461,1.7971
cast,8125__chinese_landscape__144829.png,0.5666,0.733,0.4149,2.4426,1.4052
cast,8125__chinese_landscape__148342.png,0.4636,0.719,0.2534,2.7421,1.7049
cast,8125__mural__img_1082crop_1_0.png,0.2729,0.6962,0.1489,2.6143,5.3429
cast,8125__mural__img_1224crop_0_0.png,0.1765,0.7539,0.0904,2.7713,8.3145
cast,8125__mural__img_1224crop_1_1.png,0.1848,0.7415,0.0902,2.7773,10.3964
cast,8125__mural__img_16crop_0_0.png,0.4861,0.6622,0.3526,2.4333,4.0629
cast,8125__mural__img_276crop_1_0.png,0.3419,0.6576,0.1708,2.6252,4.7793
cast,8125__mural__img_326crop_1_1.png,0.5029,0.7295,0.2849,2.4746,3.696
cast,8125__mural__img_327crop_0_1.png,0.3686,0.7038,0.1945,2.5594,4.9884
cast,8125__mural__img_536crop_1_0.png,0.3521,0.7133,0.1921,2.5669,4.6213
cast,8125__mural__img_593crop_0_0.png,0.3016,0.6946,0.1432,2.7015,4.0058
cast,8125__mural__img_739crop_1_1.png,0.2179,0.6538,0.259,2.5121,4.7352
cast,8125__western_painting__met_359775.png,0.5617,0.6937,0.3955,2.33,2.3887
cast,8125__western_painting__met_383787.png,0.7088,0.6869,0.6297,2.1463,1.8102
cast,8125__western_painting__met_406721.png,0.5299,0.7533,0.3228,2.4668,2.165
cast,8125__western_painting__met_437769.png,0.2801,0.7047,0.5039,2.4702,1.8168
cast,8125__western_painting__met_437967.png,0.4623,0.6736,0.4382,2.3592,2.1077
cast,8125__western_painting__met_439405.png,0.4887,0.576,0.504,2.1694,3.2481
cast,8125__western_painting__met_649693.png,0.4946,0.6579,0.3702,2.3029,3.5034
cast,8125__western_painting__met_739494.png,0.6329,0.6358,0.4621,2.3078,2.2823
cast,8125__western_painting__met_787672.png,0.4115,0.6832,0.254,2.57,2.3926
cast,8125__western_painting__met_788182.png,0.5331,0.6776,0.4033,2.4084,1.8504
cast,817__chinese_landscape__130942.png,0.3884,0.6971,0.2589,2.6136,2.253
cast,817__chinese_landscape__132834.png,0.3419,0.7164,0.2411,2.5836,1.5391
cast,817__chinese_landscape__132836.png,0.3236,0.736,0.2377,2.6322,2.0498
