method,content,style,ocr_sim,n_gt
inverted,p040,s04,0.7667,3
inverted,p040,s03,0.8917,3
inverted,p040,s06,0.8381,3
inverted,p040,s08,0.8259,3
inverted,p040,s07,0.7000,3
inverted,p040,s09,0.7667,3
inverted,p041,s00,1.0000,3
inverted,p041,s01,0.8155,3
inverted,p041,s02,0.8631,3
inverted,p041,s03,1.0000,3
inverted,p041,s04,0.9583,3
inverted,p041,s08,0.9583,3
inverted,p041,s07,0.9167,3
inverted,p041,s05,0.6250,3
inverted,p041,s06,0.9259,3
inverted,p041,s09,0.9048,3
inverted,p042,s03,0.7817,6
inverted,p042,s00,0.4375,6
inverted,p042,s02,0.2440,6
inverted,p042,s01,0.2411,6
inverted,p042,s04,0.4554,6
inverted,p042,s05,0.3512,6
inverted,p042,s07,0.7788,6
inverted,p042,s06,0.4147,6
inverted,p043,s00,0.5417,4
inverted,p042,s08,0.6835,6
inverted,p042,s09,0.5843,6
inverted,p043,s01,0.3750,4
inverted,p043,s02,0.5833,4
inverted,p043,s03,0.5833,4
inverted,p043,s04,0.5208,4
inverted,p043,s05,0.5167,4
inverted,p043,s06,0.5189,4
inverted,p043,s07,0.6250,4
inverted,p043,s08,0.7500,4
inverted,p043,s09,0.5417,4
inverted,p044,s00,0.5306,7
inverted,p044,s03,0.4821,7
inverted,p044,s02,0.1429,7
inverted,p044,s01,0.3333,7
inverted,p044,s04,0.5238,7
inverted,p044,s05,0.4048,7
inverted,p044,s07,0.5476,7
inverted,p044,s06,0.5272,7
inverted,p045,s00,0.7522,8
inverted,p045,s01,0.5528,8
inverted,p044,s08,0.5680,7
inverted,p044,s09,0.2619,7
inverted,p045,s03,0.4271,8
inverted,p045,s02,0.5185,8
inverted,p045,s04,0.5000,8
inverted,p045,s05,0.5426,8
inverted,p045,s06,0.3438,8
inverted,p045,s07,0.5081,8
inverted,p045,s09,0.6312,8
inverted,p045,s08,0.5888,8
inverted,p046,s00,0.3572,12
inverted,p046,s01,0.3391,12
inverted,p046,s02,0.3965,12
inverted,p046,s04,0.3864,12
inverted,p046,s05,0.3111,12
inverted,p046,s03,0.3383,12
inverted,p046,s07,0.3402,12
inverted,p046,s06,0.5389,12
inverted,p047,s00,0.7188,4
inverted,p047,s01,0.6562,4
inverted,p046,s08,0.6948,12
inverted,p046,s09,0.3895,12
inverted,p047,s04,0.7500,4
inverted,p047,s02,0.7188,4
inverted,p047,s03,0.6687,4
inverted,p047,s05,0.7273,4
inverted,p047,s07,0.7500,4
inverted,p047,s08,0.6687,4
inverted,p047,s06,0.6875,4
inverted,p047,s09,0.6733,4
inverted,p048,s00,0.4286,7
inverted,p048,s02,0.3770,7
inverted,p048,s01,0.4143,7
inverted,p048,s04,0.4464,7
inverted,p048,s03,0.4603,7
inverted,p048,s05,0.3795,7
inverted,p048,s06,0.2857,7
inverted,p048,s07,0.2857,7
inverted,p048,s08,0.3821,7
inverted,p049,s00,0.3926,12
inverted,p049,s01,0.5197,12
inverted,p048,s09,0.3929,7
inverted,p049,s02,0.3098,12
inverted,p049,s03,0.2093,12
inverted,p049,s06,0.4030,12
inverted,p049,s04,0.3991,12
inverted,p049,s05,0.2072,12
inverted,p049,s07,0.4725,12
inverted,p049,s09,0.3998,12
inverted,p050,s00,0.6829,5
inverted,p049,s08,0.4829,12
inverted,p050,s01,0.6615,5
inverted,p050,s02,0.5794,5
inverted,p050,s04,0.7718,5
inverted,p050,s03,0.6829,5
inverted,p050,s05,0.6615,5
inverted,p050,s06,0.7468,5
inverted,p050,s07,0.6865,5
inverted,p050,s09,0.5774,5
inverted,p050,s08,0.7595,5
inverted,p051,s00,0.5188,8
inverted,p051,s01,0.4071,8
inverted,p051,s02,0.4429,8
inverted,p051,s04,0.5188,8
inverted,p051,s03,0.5366,8
inverted,p051,s05,0.3893,8
inverted,p051,s06,0.5366,8
inverted,p052,s00,0.6667,3
inverted,p051,s07,0.5366,8
inverted,p051,s08,0.5366,8
inverted,p052,s01,0.6667,3
inverted,p051,s09,0.4875,8
inverted,p052,s02,0.6667,3
inverted,p052,s03,0.6667,3
inverted,p052,s05,0.6667,3
inverted,p052,s06,0.6667,3
inverted,p052,s04,0.6667,3
inverted,p052,s07,0.6667,3
inverted,p052,s08,0.6667,3
inverted,p052,s09,0.6667,3
inverted,p053,s02,0.6750,5
inverted,p053,s00,0.7250,5
inverted,p053,s01,0.6000,5
inverted,p053,s03,0.8000,5
inverted,p053,s05,0.6750,5
inverted,p053,s04,0.7250,5
inverted,p053,s06,0.7500,5
inverted,p053,s08,0.8000,5
inverted,p053,s07,0.7250,5
inverted,p053,s09,0.7000,5
inverted,p054,s00,0.4177,6
inverted,p054,s01,0.2963,6
inverted,p054,s03,0.4147,6
inverted,p054,s02,0.4653,6
inverted,p054,s04,0.4028,6
inverted,p054,s05,0.4709,6
inverted,p054,s06,0.5069,6
inverted,p054,s08,0.5000,6
inverted,p054,s07,0.4444,6
inverted,p054,s09,0.5159,6
inverted,p055,s02,0.4270,10
inverted,p055,s00,0.6748,10
inverted,p055,s01,0.6018,10
inverted,p055,s03,0.6472,10
inverted,p055,s05,0.4394,10
inverted,p055,s04,0.6216,10
inverted,p055,s06,0.5890,10
inverted,p055,s07,0.6141,10
inverted,p056,s00,0.5181,5
inverted,p055,s08,0.7464,10
inverted,p056,s01,0.2000,5
inverted,p055,s09,0.6287,10
inverted,p056,s03,0.5590,5
inverted,p056,s02,0.5162,5
inverted,p056,s05,0.4610,5
inverted,p056,s04,0.5867,5
inverted,p056,s07,0.5048,5
inverted,p056,s06,0.5590,5
inverted,p056,s08,0.5457,5
inverted,p056,s09,0.5590,5
inverted,p057,s01,0.5360,10
inverted,p057,s04,0.5336,10
inverted,p057,s02,0.3481,10
inverted,p057,s00,0.5829,10
inverted,p057,s03,0.6209,10
inverted,p057,s05,0.5290,10
inverted,p057,s06,0.5072,10
inverted,p057,s08,0.5364,10
inverted,p057,s09,0.6431,10
inverted,p058,s00,0.8156,5
inverted,p058,s01,0.5400,5
inverted,p057,s07,0.5226,10
inverted,p058,s02,0.7333,5
inverted,p058,s03,0.8333,5
inverted,p058,s04,0.9267,5
inverted,p058,s05,0.7333,5
inverted,p058,s06,0.8667,5
inverted,p058,s07,0.7378,5
inverted,p058,s08,0.8600,5
inverted,p058,s09,0.9667,5
inverted,p059,s00,0.3976,12
inverted,p059,s02,0.3635,12
inverted,p059,s03,0.4903,12
inverted,p059,s01,0.2390,12
inverted,p059,s05,0.2807,12
inverted,p059,s04,0.4311,12
inverted,p059,s07,0.4444,12
inverted,p059,s06,0.3160,12
inverted,p059,s09,0.3486,12
inverted,p059,s08,0.4219,12
