method,output,ssim,lpips,e_ssim,l_c,l_s
saliency_routed_spatial_alpha,1600__chinese_landscape__148342.png,0.5193,0.4321,0.5089,1.591,0.9963
saliency_routed_spatial_alpha,1600__mural__img_1082crop_1_0.png,0.5317,0.5111,0.433,1.9976,3.6343
saliency_routed_spatial_alpha,1600__mural__img_1224crop_0_0.png,0.4071,0.5918,0.3181,2.337,6.5343
saliency_routed_spatial_alpha,1600__mural__img_1224crop_1_1.png,0.3815,0.5997,0.3,2.4078,7.9317
saliency_routed_spatial_alpha,1600__mural__img_16crop_0_0.png,0.501,0.503,0.4028,1.9701,1.5791
saliency_routed_spatial_alpha,1600__mural__img_276crop_1_0.png,0.4098,0.6058,0.335,2.3166,1.4776
saliency_routed_spatial_alpha,1600__mural__img_326crop_1_1.png,0.5221,0.52,0.446,1.9654,1.4679
saliency_routed_spatial_alpha,1600__mural__img_327crop_0_1.png,0.5457,0.5125,0.4882,2.0189,2.9838
saliency_routed_spatial_alpha,1600__mural__img_536crop_1_0.png,0.5808,0.4867,0.526,1.8013,2.3517
saliency_routed_spatial_alpha,1600__mural__img_593crop_0_0.png,0.5548,0.4852,0.4571,1.9097,1.5754
saliency_routed_spatial_alpha,1600__mural__img_739crop_1_1.png,0.6408,0.4325,0.5548,1.8458,2.2481
saliency_routed_spatial_alpha,1600__western_painting__met_359775.png,0.566,0.4277,0.6143,1.6569,1.4341
saliency_routed_spatial_alpha,1600__western_painting__met_383787.png,0.4859,0.4775,0.5822,1.9167,0.9611
saliency_routed_spatial_alpha,1600__western_painting__met_406721.png,0.5037,0.4807,0.5249,1.5965,0.9659
saliency_routed_spatial_alpha,1600__western_painting__met_437769.png,0.6004,0.3331,0.6954,1.1881,1.4642
saliency_routed_spatial_alpha,1600__western_painting__met_437967.png,0.6236,0.3991,0.5617,1.5099,1.4662
saliency_routed_spatial_alpha,1600__western_painting__met_439405.png,0.701,0.2643,0.7321,1.0857,1.5331
saliency_routed_spatial_alpha,1600__western_painting__met_649693.png,0.5277,0.4354,0.5461,2.0547,1.6185
saliency_routed_spatial_alpha,1600__western_painting__met_739494.png,0.5512,0.3869,0.6404,1.5111,1.9796
saliency_routed_spatial_alpha,1600__western_painting__met_787672.png,0.4987,0.4459,0.5174,1.9302,1.2231
saliency_routed_spatial_alpha,1600__western_painting__met_788182.png,0.5028,0.4245,0.5591,1.6703,1.1145
saliency_routed_spatial_alpha,163__chinese_landscape__130942.png,0.7411,0.4608,0.636,1.4281,0.9452
saliency_routed_spatial_alpha,163__chinese_landscape__132834.png,0.7338,0.5307,0.6002,1.6222,0.8663
saliency_routed_spatial_alpha,163__chinese_landscape__132836.png,0.7195,0.5481,0.585,1.723,0.823
saliency_routed_spatial_alpha,163__chinese_landscape__132840.png,0.7786,0.4846,0.6885,1.5959,0.7812
saliency_routed_spatial_alpha,163__chinese_landscape__132930.png,0.775,0.5223,0.6558,1.4353,0.5582
saliency_routed_spatial_alpha,163__chinese_landscape__137205.png,0.6161,0.6031,0.465,1.9892,1.2986
saliency_routed_spatial_alpha,163__chinese_landscape__142574.png,0.7548,0.5503,0.6189,1.5483,0.6464
saliency_routed_spatial_alpha,163__chinese_landscape__142578.png,0.6774,0.5663,0.505,1.7015,0.9808
saliency_routed_spatial_alpha,163__chinese_landscape__144829.png,0.7072,0.5522,0.5593,1.6205,0.7308
saliency_routed_spatial_alpha,163__chinese_landscape__148342.png,0.6515,0.5659,0.4636,1.6776,1.074
saliency_routed_spatial_alpha,163__mural__img_1082crop_1_0.png,0.3745,0.611,0.268,1.9457,2.706
saliency_routed_spatial_alpha,163__mural__img_1224crop_0_0.png,0.2348,0.6648,0.1899,2.3027,5.2273
saliency_routed_spatial_alpha,163__mural__img_1224crop_1_1.png,0.2673,0.6893,0.1831,2.3578,6.3703
saliency_routed_spatial_alpha,163__mural__img_16crop_0_0.png,0.4653,0.6022,0.2907,1.8693,1.4794
saliency_routed_spatial_alpha,163__mural__img_276crop_1_0.png,0.3709,0.7656,0.2335,2.3287,1.5568
saliency_routed_spatial_alpha,163__mural__img_326crop_1_1.png,0.5354,0.6438,0.3258,2.0041,1.3323
saliency_routed_spatial_alpha,163__mural__img_327crop_0_1.png,0.5106,0.6278,0.3271,2.0673,2.3318
saliency_routed_spatial_alpha,163__mural__img_536crop_1_0.png,0.47,0.5805,0.3167,1.9622,1.6872
saliency_routed_spatial_alpha,163__mural__img_593crop_0_0.png,0.4287,0.5604,0.3007,1.975,1.622
saliency_routed_spatial_alpha,163__mural__img_739crop_1_1.png,0.327,0.552,0.344,2.0002,2.1744
saliency_routed_spatial_alpha,163__western_painting__met_359775.png,0.6467,0.5049,0.4893,1.7385,1.3553
saliency_routed_spatial_alpha,163__western_painting__met_383787.png,0.7533,0.5125,0.6405,1.6769,0.9039
saliency_routed_spatial_alpha,163__western_painting__met_406721.png,0.6817,0.5635,0.5,1.5663,0.9777
saliency_routed_spatial_alpha,163__western_painting__met_437769.png,0.3413,0.4564,0.5399,1.5877,1.4203
saliency_routed_spatial_alpha,163__western_painting__met_437967.png,0.4785,0.5576,0.4137,1.7019,1.4579
saliency_routed_spatial_alpha,163__western_painting__met_439405.png,0.5418,0.5655,0.6096,1.7562,1.6658
saliency_routed_spatial_alpha,163__western_painting__met_649693.png,0.5725,0.5805,0.452,2.0499,1.4259
saliency_routed_spatial_alpha,163__western_painting__met_739494.png,0.682,0.4885,0.5427,1.6372,1.5258
saliency_routed_spatial_alpha,163__western_painting__met_787672.png,0.5904,0.5386,0.432,1.8706,1.0529
saliency_routed_spatial_alpha,163__western_painting__met_788182.png,0.6804,0.5295,0.5047,1.6782,0.978
saliency_routed_spatial_alpha,1670__chinese_landscape__130942.png,0.6941,0.562,0.4408,2.0213,0.8992
saliency_routed_spatial_alpha,1670__chinese_landscape__132834.png,0.6268,0.6266,0.3826,2.2597,0.9138
saliency_routed_spatial_alpha,1670__chinese_landscape__132836.png,0.622,0.6272,0.3814,2.2508,0.8589
saliency_routed_spatial_alpha,1670__chinese_landscape__132840.png,0.6912,0.5867,0.4773,2.1989,0.8328
saliency_routed_spatial_alpha,1670__chinese_landscape__132930.png,0.7483,0.587,0.4907,1.9624,0.6001
saliency_routed_spatial_alpha,1670__chinese_landscape__137205.png,0.5244,0.6684,0.2938,2.3927,1.2734
saliency_routed_spatial_alpha,1670__chinese_landscape__142574.png,0.7383,0.6073,0.4766,1.9744,0.6863
saliency_routed_spatial_alpha,1670__chinese_landscape__142578.png,0.6277,0.6219,0.354,2.121,1.0064
saliency_routed_spatial_alpha,1670__chinese_landscape__144829.png,0.647,0.6252,0.382,2.0444,0.8494
saliency_routed_spatial_alpha,1670__chinese_landscape__148342.png,0.6145,0.5957,0.3455,1.9312,0.9452
saliency_routed_spatial_alpha,1670__mural__img_1082crop_1_0.png,0.2977,0.6993,0.1905,2.6384,3.1767
saliency_routed_spatial_alpha,1670__mural__img_1224crop_0_0.png,0.1916,0.7187,0.1474,2.7209,5.7376
saliency_routed_spatial_alpha,1670__mural__img_1224crop_1_1.png,0.2172,0.724,0.133,2.7168,6.7746
saliency_routed_spatial_alpha,1670__mural__img_16crop_0_0.png,0.4251,0.6725,0.2461,2.2743,1.5958
saliency_routed_spatial_alpha,1670__mural__img_276crop_1_0.png,0.341,0.7347,0.1834,2.3794,1.2169
saliency_routed_spatial_alpha,1670__mural__img_326crop_1_1.png,0.4844,0.6887,0.2576,2.2747,1.217
saliency_routed_spatial_alpha,1670__mural__img_327crop_0_1.png,0.4318,0.693,0.2455,2.5144,2.598
saliency_routed_spatial_alpha,1670__mural__img_536crop_1_0.png,0.4023,0.6689,0.2514,2.3929,1.9085
saliency_routed_spatial_alpha,1670__mural__img_593crop_0_0.png,0.3649,0.6516,0.2256,2.4626,1.6893
saliency_routed_spatial_alpha,1670__mural__img_739crop_1_1.png,0.2688,0.6477,0.27,2.4866,2.0573
saliency_routed_spatial_alpha,1670__western_painting__met_359775.png,0.5733,0.6102,0.3379,2.3407,1.4779
saliency_routed_spatial_alpha,1670__western_painting__met_383787.png,0.6495,0.6332,0.4143,2.4662,1.0864
saliency_routed_spatial_alpha,1670__western_painting__met_406721.png,0.5756,0.671,0.3286,2.1748,1.1035
saliency_routed_spatial_alpha,1670__western_painting__met_437769.png,0.3359,0.5779,0.4295,2.0436,1.3854
saliency_routed_spatial_alpha,1670__western_painting__met_437967.png,0.4603,0.6147,0.3406,2.0402,1.378
saliency_routed_spatial_alpha,1670__western_painting__met_439405.png,0.5619,0.5519,0.5125,1.6997,1.4097
saliency_routed_spatial_alpha,1670__western_painting__met_649693.png,0.4799,0.669,0.2801,2.7084,1.9057
saliency_routed_spatial_alpha,1670__western_painting__met_739494.png,0.6282,0.5787,0.3905,2.2445,1.9469
saliency_routed_spatial_alpha,1670__western_painting__met_787672.png,0.4833,0.6377,0.2633,2.6037,1.3713
saliency_routed_spatial_alpha,1670__western_painting__met_788182.png,0.5906,0.6111,0.3359,2.3082,1.1447
saliency_routed_spatial_alpha,1707__chinese_landscape__130942.png,0.7721,0.4494,0.6977,1.2323,0.8738
saliency_routed_spatial_alpha,1707__chinese_landscape__132834.png,0.7069,0.4964,0.6219,1.4241,0.8073
saliency_routed_spatial_alpha,1707__chinese_landscape__132836.png,0.7042,0.5028,0.6112,1.5132,0.9218
saliency_routed_spatial_alpha,1707__chinese_landscape__132840.png,0.7301,0.4666,0.6911,1.3833,0.8067
saliency_routed_spatial_alpha,1707__chinese_landscape__132930.png,0.7309,0.4742,0.6463,1.2911,0.5872
saliency_routed_spatial_alpha,1707__chinese_landscape__137205.png,0.6476,0.5808,0.5163,1.7317,1.4339
saliency_routed_spatial_alpha,1707__chinese_landscape__142574.png,0.7367,0.5042,0.6444,1.3323,0.6668
saliency_routed_spatial_alpha,1707__chinese_landscape__142578.png,0.7015,0.5218,0.5579,1.4464,0.9644
saliency_routed_spatial_alpha,1707__chinese_landscape__144829.png,0.71,0.5393,0.5966,1.3969,0.7074
saliency_routed_spatial_alpha,1707__chinese_landscape__148342.png,0.6993,0.5138,0.531,1.4206,0.9564
saliency_routed_spatial_alpha,1707__mural__img_1082crop_1_0.png,0.5144,0.5534,0.4235,1.8032,3.5235
saliency_routed_spatial_alpha,1707__mural__img_1224crop_0_0.png,0.3666,0.6363,0.3175,2.1266,6.1591
saliency_routed_spatial_alpha,1707__mural__img_1224crop_1_1.png,0.3928,0.6348,0.2937,2.1183,7.4863
saliency_routed_spatial_alpha,1707__mural__img_16crop_0_0.png,0.5669,0.5231,0.4138,1.6082,1.5489
saliency_routed_spatial_alpha,1707__mural__img_276crop_1_0.png,0.4656,0.5834,0.333,2.0366,1.6174
saliency_routed_spatial_alpha,1707__mural__img_326crop_1_1.png,0.6411,0.5648,0.4625,1.5668,1.4306
saliency_routed_spatial_alpha,1707__mural__img_327crop_0_1.png,0.6386,0.5612,0.4945,1.6463,2.8596
saliency_routed_spatial_alpha,1707__mural__img_536crop_1_0.png,0.6051,0.5566,0.5034,1.6808,2.1565
saliency_routed_spatial_alpha,1707__mural__img_593crop_0_0.png,0.5783,0.5282,0.4449,1.7074,1.5979
saliency_routed_spatial_alpha,1707__mural__img_739crop_1_1.png,0.4347,0.5179,0.4598,1.7323,1.9875
saliency_routed_spatial_alpha,1707__western_painting__met_359775.png,0.7515,0.5151,0.6238,1.4672,1.3756
saliency_routed_spatial_alpha,1707__western_painting__met_383787.png,0.7235,0.5325,0.6647,1.6706,0.9449
saliency_routed_spatial_alpha,1707__western_painting__met_406721.png,0.6873,0.5507,0.5697,1.4132,0.9476
saliency_routed_spatial_alpha,1707__western_painting__met_437769.png,0.4549,0.477,0.6164,1.0707,1.1659
saliency_routed_spatial_alpha,1707__western_painting__met_437967.png,0.63,0.4932,0.548,1.3321,1.5153
saliency_routed_spatial_alpha,1707__western_painting__met_439405.png,0.7133,0.355,0.7045,1.0022,1.2567
saliency_routed_spatial_alpha,1707__western_painting__met_649693.png,0.6712,0.5405,0.5474,1.9225,1.5954
saliency_routed_spatial_alpha,1707__western_painting__met_739494.png,0.7529,0.4512,0.6659,1.3889,1.8707
saliency_routed_spatial_alpha,1707__western_painting__met_787672.png,0.6262,0.5129,0.5158,1.7396,1.1835
saliency_routed_spatial_alpha,1707__western_painting__met_788182.png,0.6986,0.4897,0.568,1.4736,1.0221
saliency_routed_spatial_alpha,1899__chinese_landscape__130942.png,0.7374,0.4541,0.6281,1.2184,1.0033
saliency_routed_spatial_alpha,1899__chinese_landscape__132834.png,0.7062,0.4397,0.5668,1.2496,0.8742
saliency_routed_spatial_alpha,1899__chinese_landscape__132836.png,0.6919,0.4599,0.5542,1.3398,0.8958
saliency_routed_spatial_alpha,1899__chinese_landscape__132840.png,0.7434,0.4374,0.628,1.2541,0.7431
saliency_routed_spatial_alpha,1899__chinese_landscape__132930.png,0.7677,0.4254,0.5928,1.1792,0.6435
saliency_routed_spatial_alpha,1899__chinese_landscape__137205.png,0.5934,0.5281,0.4555,1.523,1.2178
saliency_routed_spatial_alpha,1899__chinese_landscape__142574.png,0.745,0.4518,0.5598,1.2398,0.6796
saliency_routed_spatial_alpha,1899__chinese_landscape__142578.png,0.6667,0.4965,0.4822,1.3319,0.9788
saliency_routed_spatial_alpha,1899__chinese_landscape__144829.png,0.6841,0.478,0.5323,1.2623,0.8834
saliency_routed_spatial_alpha,1899__chinese_landscape__148342.png,0.6392,0.4952,0.448,1.3133,1.004
saliency_routed_spatial_alpha,1899__mural__img_1082crop_1_0.png,0.3924,0.5384,0.2928,1.8096,2.9864
saliency_routed_spatial_alpha,1899__mural__img_1224crop_0_0.png,0.2427,0.6581,0.2092,2.1206,5.4661
saliency_routed_spatial_alpha,1899__mural__img_1224crop_1_1.png,0.2637,0.6639,0.1935,2.2431,6.6999
saliency_routed_spatial_alpha,1899__mural__img_16crop_0_0.png,0.4771,0.503,0.3168,1.4782,1.5313
saliency_routed_spatial_alpha,1899__mural__img_276crop_1_0.png,0.3781,0.5519,0.2406,1.914,1.4491
saliency_routed_spatial_alpha,1899__mural__img_326crop_1_1.png,0.5335,0.5251,0.3357,1.7095,1.5096
saliency_routed_spatial_alpha,1899__mural__img_327crop_0_1.png,0.5117,0.5346,0.3586,1.7974,2.6637
saliency_routed_spatial_alpha,1899__mural__img_536crop_1_0.png,0.4757,0.5464,0.3381,1.8167,1.9987
saliency_routed_spatial_alpha,1899__mural__img_593crop_0_0.png,0.4506,0.5711,0.3195,1.6809,1.7485
saliency_routed_spatial_alpha,1899__mural__img_739crop_1_1.png,0.3443,0.6176,0.3807,1.8089,2.1054
saliency_routed_spatial_alpha,1899__western_painting__met_359775.png,0.6473,0.5091,0.5145,1.3835,1.3984
saliency_routed_spatial_alpha,1899__western_painting__met_383787.png,0.7311,0.4781,0.615,1.3562,0.9503
saliency_routed_spatial_alpha,1899__western_painting__met_406721.png,0.6532,0.4424,0.4958,1.2144,0.9013
saliency_routed_spatial_alpha,1899__western_painting__met_437769.png,0.3928,0.547,0.5459,1.2541,1.389
saliency_routed_spatial_alpha,1899__western_painting__met_437967.png,0.5196,0.5468,0.4321,1.3462,1.3653
saliency_routed_spatial_alpha,1899__western_painting__met_439405.png,0.6112,0.425,0.6284,1.3508,1.6258
saliency_routed_spatial_alpha,1899__western_painting__met_649693.png,0.594,0.4841,0.4752,1.6676,1.6582
saliency_routed_spatial_alpha,1899__western_painting__met_739494.png,0.69,0.448,0.5641,1.2212,1.3223
saliency_routed_spatial_alpha,1899__western_painting__met_787672.png,0.593,0.4975,0.4674,1.5314,1.0248
saliency_routed_spatial_alpha,1899__western_painting__met_788182.png,0.6725,0.4774,0.5165,1.3233,0.8596
saliency_routed_spatial_alpha,2088__chinese_landscape__130942.png,0.6877,0.5037,0.4766,1.5581,0.8348
saliency_routed_spatial_alpha,2088__chinese_landscape__132834.png,0.6724,0.5456,0.4262,1.6595,0.8367
saliency_routed_spatial_alpha,2088__chinese_landscape__132836.png,0.6575,0.5467,0.4242,1.699,0.8278
saliency_routed_spatial_alpha,2088__chinese_landscape__132840.png,0.7405,0.4852,0.546,1.5723,0.6215
saliency_routed_spatial_alpha,2088__chinese_landscape__132930.png,0.7762,0.4879,0.524,1.3829,0.5526
saliency_routed_spatial_alpha,2088__chinese_landscape__137205.png,0.551,0.6172,0.3194,1.7973,1.052
saliency_routed_spatial_alpha,2088__chinese_landscape__142574.png,0.7395,0.5449,0.4809,1.58,0.6152
saliency_routed_spatial_alpha,2088__chinese_landscape__142578.png,0.6203,0.5838,0.3252,1.6723,0.9651
saliency_routed_spatial_alpha,2088__chinese_landscape__144829.png,0.6548,0.592,0.3784,1.6283,0.7445
saliency_routed_spatial_alpha,2088__chinese_landscape__148342.png,0.6004,0.5654,0.2866,1.5587,0.995
saliency_routed_spatial_alpha,2088__mural__img_1082crop_1_0.png,0.2821,0.7105,0.1759,2.4386,3.1141
saliency_routed_spatial_alpha,2088__mural__img_1224crop_0_0.png,0.1742,0.7619,0.1222,2.6065,5.4853
saliency_routed_spatial_alpha,2088__mural__img_1224crop_1_1.png,0.2038,0.7556,0.1266,2.6273,7.011
saliency_routed_spatial_alpha,2088__mural__img_16crop_0_0.png,0.4016,0.6558,0.1835,2.1169,1.7351
saliency_routed_spatial_alpha,2088__mural__img_276crop_1_0.png,0.2967,0.7261,0.1564,2.3207,1.6345
saliency_routed_spatial_alpha,2088__mural__img_326crop_1_1.png,0.4491,0.7096,0.2069,2.2721,1.5798
saliency_routed_spatial_alpha,2088__mural__img_327crop_0_1.png,0.4014,0.7132,0.2273,2.3986,2.7798
saliency_routed_spatial_alpha,2088__mural__img_536crop_1_0.png,0.358,0.7146,0.2065,2.471,2.4797
saliency_routed_spatial_alpha,2088__mural__img_593crop_0_0.png,0.3281,0.6786,0.1919,2.3821,1.9445
saliency_routed_spatial_alpha,2088__mural__img_739crop_1_1.png,0.2531,0.6685,0.1932,2.3911,2.1336
saliency_routed_spatial_alpha,2088__western_painting__met_359775.png,0.5933,0.5557,0.3689,1.8612,1.2317
saliency_routed_spatial_alpha,2088__western_painting__met_383787.png,0.7348,0.5335,0.5209,1.5421,0.9273
saliency_routed_spatial_alpha,2088__western_painting__met_406721.png,0.5595,0.662,0.2927,1.9371,0.937
saliency_routed_spatial_alpha,2088__western_painting__met_437769.png,0.3308,0.583,0.445,1.9197,1.3253
saliency_routed_spatial_alpha,2088__western_painting__met_437967.png,0.4436,0.5825,0.3097,1.9179,1.3605
saliency_routed_spatial_alpha,2088__western_painting__met_439405.png,0.5483,0.5529,0.534,1.8704,1.7916
saliency_routed_spatial_alpha,2088__western_painting__met_649693.png,0.5855,0.5467,0.4013,1.8768,1.5276
saliency_routed_spatial_alpha,2088__western_painting__met_739494.png,0.6299,0.5219,0.4152,1.922,1.5024
saliency_routed_spatial_alpha,2088__western_painting__met_787672.png,0.5309,0.5804,0.3152,2.1179,1.1083
saliency_routed_spatial_alpha,2088__western_painting__met_788182.png,0.639,0.52,0.3746,1.7313,0.8518
saliency_routed_spatial_alpha,2089__chinese_landscape__130942.png,0.6682,0.4572,0.6389,1.2172,0.8148
saliency_routed_spatial_alpha,2089__chinese_landscape__132834.png,0.5679,0.5246,0.5265,1.4049,0.8148
saliency_routed_spatial_alpha,2089__chinese_landscape__132836.png,0.5638,0.5285,0.5193,1.4665,0.8311
saliency_routed_spatial_alpha,2089__chinese_landscape__132840.png,0.5704,0.5307,0.5498,1.4596,0.7591
saliency_routed_spatial_alpha,2089__chinese_landscape__132930.png,0.6047,0.5187,0.5608,1.3573,0.5696
saliency_routed_spatial_alpha,2089__chinese_landscape__137205.png,0.499,0.6005,0.436,1.6514,1.2624
saliency_routed_spatial_alpha,2089__chinese_landscape__142574.png,0.6164,0.5347,0.5558,1.2993,0.7069
saliency_routed_spatial_alpha,2089__chinese_landscape__142578.png,0.5933,0.5239,0.4937,1.361,0.9709
saliency_routed_spatial_alpha,2089__chinese_landscape__144829.png,0.6017,0.5306,0.5376,1.2698,0.7155
saliency_routed_spatial_alpha,2089__chinese_landscape__148342.png,0.5861,0.5176,0.4623,1.3431,1.0315
saliency_routed_spatial_alpha,2089__mural__img_1082crop_1_0.png,0.4701,0.586,0.3798,1.8749,3.0096
saliency_routed_spatial_alpha,2089__mural__img_1224crop_0_0.png,0.314,0.6678,0.261,2.1197,5.3598
saliency_routed_spatial_alpha,2089__mural__img_1224crop_1_1.png,0.3007,0.6785,0.2355,2.2067,6.6265
saliency_routed_spatial_alpha,2089__mural__img_16crop_0_0.png,0.53,0.5403,0.3746,1.4929,1.4525
saliency_routed_spatial_alpha,2089__mural__img_276crop_1_0.png,0.4139,0.6004,0.2947,1.8585,1.2322
saliency_routed_spatial_alpha,2089__mural__img_326crop_1_1.png,0.5364,0.6123,0.3906,1.6333,1.2664
saliency_routed_spatial_alpha,2089__mural__img_327crop_0_1.png,0.5017,0.6074,0.41,1.821,2.5863
saliency_routed_spatial_alpha,2089__mural__img_536crop_1_0.png,0.509,0.5933,0.4063,1.7981,1.9495
saliency_routed_spatial_alpha,2089__mural__img_593crop_0_0.png,0.5118,0.5339,0.3997,1.6923,1.4884
saliency_routed_spatial_alpha,2089__mural__img_739crop_1_1.png,0.4468,0.5265,0.4018,1.7578,1.8366
saliency_routed_spatial_alpha,2089__western_painting__met_359775.png,0.5779,0.5273,0.5265,1.492,1.3982
saliency_routed_spatial_alpha,2089__western_painting__met_383787.png,0.5778,0.5668,0.5638,1.638,0.9744
saliency_routed_spatial_alpha,2089__western_painting__met_406721.png,0.5581,0.5885,0.5021,1.349,0.9027
saliency_routed_spatial_alpha,2089__western_painting__met_437769.png,0.4969,0.4483,0.616,1.1532,1.3334
