method,output,ssim,lpips,e_ssim,l_c,l_s
saliency_routed_scalar_alpha,6879__mural__img_593crop_0_0.png,0.4063,0.6731,0.2498,2.119,2.2791
saliency_routed_scalar_alpha,6879__mural__img_739crop_1_1.png,0.3745,0.6497,0.2933,2.218,2.2252
saliency_routed_scalar_alpha,6879__western_painting__met_359775.png,0.5915,0.6645,0.4909,1.8117,1.6168
saliency_routed_scalar_alpha,6879__western_painting__met_383787.png,0.6608,0.6591,0.62,1.6829,1.3895
saliency_routed_scalar_alpha,6879__western_painting__met_406721.png,0.5603,0.7116,0.4051,1.6954,1.1935
saliency_routed_scalar_alpha,6879__western_painting__met_437769.png,0.419,0.6259,0.5524,1.7638,1.6352
saliency_routed_scalar_alpha,6879__western_painting__met_437967.png,0.5305,0.6238,0.4052,1.7706,1.4726
saliency_routed_scalar_alpha,6879__western_painting__met_439405.png,0.6552,0.4618,0.6401,1.5325,1.7585
saliency_routed_scalar_alpha,6879__western_painting__met_649693.png,0.558,0.6403,0.4816,1.9927,2.3541
saliency_routed_scalar_alpha,6879__western_painting__met_739494.png,0.6266,0.5948,0.5312,1.763,1.8841
saliency_routed_scalar_alpha,6879__western_painting__met_787672.png,0.489,0.6485,0.3669,2.0561,1.8867
saliency_routed_scalar_alpha,6879__western_painting__met_788182.png,0.5993,0.6226,0.4788,1.7544,1.4387
saliency_routed_scalar_alpha,7124__chinese_landscape__130942.png,0.709,0.4136,0.6883,1.3716,0.8562
saliency_routed_scalar_alpha,7124__chinese_landscape__132834.png,0.6715,0.4581,0.5972,1.5396,0.8936
saliency_routed_scalar_alpha,7124__chinese_landscape__132836.png,0.6901,0.4478,0.6134,1.4924,0.7595
saliency_routed_scalar_alpha,7124__chinese_landscape__132840.png,0.7135,0.411,0.6606,1.3471,0.7487
saliency_routed_scalar_alpha,7124__chinese_landscape__132930.png,0.6886,0.4178,0.5936,1.2824,0.7101
saliency_routed_scalar_alpha,7124__chinese_landscape__137205.png,0.5999,0.5404,0.4943,1.8408,0.9949
saliency_routed_scalar_alpha,7124__chinese_landscape__142574.png,0.6794,0.4458,0.577,1.3695,0.624
saliency_routed_scalar_alpha,7124__chinese_landscape__142578.png,0.652,0.4547,0.5286,1.4683,0.9026
saliency_routed_scalar_alpha,7124__chinese_landscape__144829.png,0.6762,0.4627,0.5855,1.3612,0.9407
saliency_routed_scalar_alpha,7124__chinese_landscape__148342.png,0.6261,0.4722,0.4791,1.5954,0.9165
saliency_routed_scalar_alpha,7124__mural__img_1082crop_1_0.png,0.3917,0.5558,0.368,2.0392,2.8965
saliency_routed_scalar_alpha,7124__mural__img_1224crop_0_0.png,0.2313,0.656,0.2248,2.4301,4.7418
saliency_routed_scalar_alpha,7124__mural__img_1224crop_1_1.png,0.2595,0.6534,0.2112,2.4724,6.0818
saliency_routed_scalar_alpha,7124__mural__img_16crop_0_0.png,0.4407,0.5415,0.3423,1.8949,1.3049
saliency_routed_scalar_alpha,7124__mural__img_276crop_1_0.png,0.3955,0.6076,0.2925,2.1078,1.5642
saliency_routed_scalar_alpha,7124__mural__img_326crop_1_1.png,0.5146,0.587,0.3689,2.0108,1.4591
saliency_routed_scalar_alpha,7124__mural__img_327crop_0_1.png,0.4778,0.5913,0.3845,2.2038,2.2383
saliency_routed_scalar_alpha,7124__mural__img_536crop_1_0.png,0.464,0.5727,0.3983,2.1007,2.0992
saliency_routed_scalar_alpha,7124__mural__img_593crop_0_0.png,0.436,0.5485,0.3683,2.0581,1.6221
saliency_routed_scalar_alpha,7124__mural__img_739crop_1_1.png,0.3156,0.5662,0.3735,2.145,1.8748
saliency_routed_scalar_alpha,7124__western_painting__met_359775.png,0.6525,0.5066,0.5498,1.7318,1.2593
saliency_routed_scalar_alpha,7124__western_painting__met_383787.png,0.7195,0.4282,0.6947,1.3283,1.03
saliency_routed_scalar_alpha,7124__western_painting__met_406721.png,0.6655,0.4864,0.53,1.4179,0.9023
saliency_routed_scalar_alpha,7124__western_painting__met_437769.png,0.3005,0.5172,0.5119,1.721,1.3131
saliency_routed_scalar_alpha,7124__western_painting__met_437967.png,0.463,0.5089,0.4632,1.7625,1.0141
saliency_routed_scalar_alpha,7124__western_painting__met_439405.png,0.5206,0.4847,0.5907,1.7012,1.6202
saliency_routed_scalar_alpha,7124__western_painting__met_649693.png,0.6101,0.5058,0.5674,1.8638,1.6756
saliency_routed_scalar_alpha,7124__western_painting__met_739494.png,0.6858,0.4318,0.6025,1.5383,1.2322
saliency_routed_scalar_alpha,7124__western_painting__met_787672.png,0.5684,0.4949,0.4784,1.8665,1.3158
saliency_routed_scalar_alpha,7124__western_painting__met_788182.png,0.6812,0.4539,0.5874,1.5272,1.0211
saliency_routed_scalar_alpha,7162__chinese_landscape__130942.png,0.6652,0.5109,0.4741,1.9053,0.8154
saliency_routed_scalar_alpha,7162__chinese_landscape__132834.png,0.6869,0.5383,0.4761,1.9051,0.958
saliency_routed_scalar_alpha,7162__chinese_landscape__132836.png,0.6751,0.5368,0.4696,1.8725,0.8145
saliency_routed_scalar_alpha,7162__chinese_landscape__132840.png,0.7536,0.483,0.5864,1.6685,0.6661
saliency_routed_scalar_alpha,7162__chinese_landscape__132930.png,0.7854,0.5152,0.5668,1.6187,0.6843
saliency_routed_scalar_alpha,7162__chinese_landscape__137205.png,0.5719,0.5835,0.351,2.0212,0.8895
saliency_routed_scalar_alpha,7162__chinese_landscape__142574.png,0.7482,0.541,0.497,1.7465,0.6632
saliency_routed_scalar_alpha,7162__chinese_landscape__142578.png,0.6387,0.5599,0.3572,1.9006,0.8452
saliency_routed_scalar_alpha,7162__chinese_landscape__144829.png,0.6688,0.5548,0.4059,1.8661,0.8622
saliency_routed_scalar_alpha,7162__chinese_landscape__148342.png,0.6164,0.5645,0.313,1.9116,0.8086
saliency_routed_scalar_alpha,7162__mural__img_1082crop_1_0.png,0.2896,0.6766,0.2118,2.5364,3.1618
saliency_routed_scalar_alpha,7162__mural__img_1224crop_0_0.png,0.1736,0.73,0.1459,2.7764,5.022
saliency_routed_scalar_alpha,7162__mural__img_1224crop_1_1.png,0.1946,0.7321,0.1294,2.8111,6.2793
saliency_routed_scalar_alpha,7162__mural__img_16crop_0_0.png,0.4001,0.6515,0.2334,2.2974,1.415
saliency_routed_scalar_alpha,7162__mural__img_276crop_1_0.png,0.3059,0.7482,0.1754,2.5176,1.7202
saliency_routed_scalar_alpha,7162__mural__img_326crop_1_1.png,0.4674,0.6604,0.2314,2.4484,1.4276
saliency_routed_scalar_alpha,7162__mural__img_327crop_0_1.png,0.3969,0.6759,0.2243,2.6518,2.4239
saliency_routed_scalar_alpha,7162__mural__img_536crop_1_0.png,0.368,0.6677,0.2306,2.6004,2.2904
saliency_routed_scalar_alpha,7162__mural__img_593crop_0_0.png,0.3362,0.6534,0.2101,2.4993,1.8839
saliency_routed_scalar_alpha,7162__mural__img_739crop_1_1.png,0.2505,0.6522,0.2578,2.5265,1.9828
saliency_routed_scalar_alpha,7162__western_painting__met_359775.png,0.5994,0.5392,0.4163,2.0029,1.2058
saliency_routed_scalar_alpha,7162__western_painting__met_383787.png,0.7627,0.4758,0.5959,1.644,1.0362
saliency_routed_scalar_alpha,7162__western_painting__met_406721.png,0.585,0.5997,0.3265,2.0491,1.0251
saliency_routed_scalar_alpha,7162__western_painting__met_437769.png,0.2902,0.5568,0.4267,2.0986,1.1343
saliency_routed_scalar_alpha,7162__western_painting__met_437967.png,0.4178,0.6083,0.2957,2.1328,1.0394
saliency_routed_scalar_alpha,7162__western_painting__met_439405.png,0.504,0.6007,0.5127,2.15,1.5133
saliency_routed_scalar_alpha,7162__western_painting__met_649693.png,0.5675,0.566,0.4387,2.1275,1.8671
saliency_routed_scalar_alpha,7162__western_painting__met_739494.png,0.6463,0.5139,0.4519,1.9793,1.3101
saliency_routed_scalar_alpha,7162__western_painting__met_787672.png,0.5071,0.5794,0.335,2.2461,1.4574
saliency_routed_scalar_alpha,7162__western_painting__met_788182.png,0.6613,0.5317,0.446,1.9036,1.0921
saliency_routed_scalar_alpha,7447__chinese_landscape__130942.png,0.6671,0.5018,0.5637,1.5642,1.0363
saliency_routed_scalar_alpha,7447__chinese_landscape__132834.png,0.6107,0.5563,0.4739,1.7538,1.2788
saliency_routed_scalar_alpha,7447__chinese_landscape__132836.png,0.6133,0.5697,0.4671,1.804,0.9821
saliency_routed_scalar_alpha,7447__chinese_landscape__132840.png,0.6196,0.5163,0.5371,1.6672,1.0333
saliency_routed_scalar_alpha,7447__chinese_landscape__132930.png,0.6133,0.5311,0.5008,1.5222,1.0402
saliency_routed_scalar_alpha,7447__chinese_landscape__137205.png,0.5787,0.6262,0.3948,1.9758,1.4551
saliency_routed_scalar_alpha,7447__chinese_landscape__142574.png,0.605,0.5725,0.4606,1.6433,0.8032
saliency_routed_scalar_alpha,7447__chinese_landscape__142578.png,0.601,0.5864,0.3976,1.7512,1.1696
saliency_routed_scalar_alpha,7447__chinese_landscape__144829.png,0.6054,0.5945,0.4322,1.7026,1.1731
saliency_routed_scalar_alpha,7447__chinese_landscape__148342.png,0.5896,0.5825,0.3623,1.7981,1.2294
saliency_routed_scalar_alpha,7447__mural__img_1082crop_1_0.png,0.4714,0.6255,0.3497,2.0815,3.1151
saliency_routed_scalar_alpha,7447__mural__img_1224crop_0_0.png,0.3141,0.6692,0.2539,2.4479,5.2517
saliency_routed_scalar_alpha,7447__mural__img_1224crop_1_1.png,0.3318,0.6813,0.2386,2.4865,6.3436
saliency_routed_scalar_alpha,7447__mural__img_16crop_0_0.png,0.4605,0.6384,0.2781,2.162,1.6626
saliency_routed_scalar_alpha,7447__mural__img_276crop_1_0.png,0.4031,0.7416,0.2555,2.5028,2.2656
saliency_routed_scalar_alpha,7447__mural__img_326crop_1_1.png,0.5211,0.6862,0.3019,2.3046,1.644
saliency_routed_scalar_alpha,7447__mural__img_327crop_0_1.png,0.5399,0.654,0.364,2.2782,2.5641
saliency_routed_scalar_alpha,7447__mural__img_536crop_1_0.png,0.5386,0.6175,0.3858,2.1545,2.3918
saliency_routed_scalar_alpha,7447__mural__img_593crop_0_0.png,0.4936,0.5851,0.3468,2.1767,2.016
saliency_routed_scalar_alpha,7447__mural__img_739crop_1_1.png,0.4097,0.5638,0.3692,2.0962,2.2159
saliency_routed_scalar_alpha,7447__western_painting__met_359775.png,0.6333,0.5477,0.4728,1.7601,1.455
saliency_routed_scalar_alpha,7447__western_painting__met_383787.png,0.6299,0.5263,0.5486,1.6086,1.055
saliency_routed_scalar_alpha,7447__western_painting__met_406721.png,0.5979,0.6019,0.402,1.6904,1.2005
saliency_routed_scalar_alpha,7447__western_painting__met_437769.png,0.3816,0.4701,0.4594,1.5882,1.6038
saliency_routed_scalar_alpha,7447__western_painting__met_437967.png,0.5157,0.5605,0.3896,1.8258,1.108
saliency_routed_scalar_alpha,7447__western_painting__met_439405.png,0.567,0.5373,0.5118,1.804,1.9385
saliency_routed_scalar_alpha,7447__western_painting__met_649693.png,0.599,0.5636,0.5051,1.9654,1.5962
saliency_routed_scalar_alpha,7447__western_painting__met_739494.png,0.6477,0.4853,0.506,1.5851,1.417
saliency_routed_scalar_alpha,7447__western_painting__met_787672.png,0.5665,0.5453,0.4081,1.9324,1.4096
saliency_routed_scalar_alpha,7447__western_painting__met_788182.png,0.6141,0.5243,0.4651,1.6623,1.2535
saliency_routed_scalar_alpha,7555__chinese_landscape__130942.png,0.76,0.4945,0.6384,1.5712,1.1148
saliency_routed_scalar_alpha,7555__chinese_landscape__132834.png,0.7848,0.5249,0.6156,1.7531,1.4256
saliency_routed_scalar_alpha,7555__chinese_landscape__132836.png,0.784,0.5278,0.6119,1.7827,1.3037
saliency_routed_scalar_alpha,7555__chinese_landscape__132840.png,0.8252,0.4813,0.6978,1.6099,1.2089
saliency_routed_scalar_alpha,7555__chinese_landscape__132930.png,0.7883,0.4907,0.6409,1.5357,1.2632
saliency_routed_scalar_alpha,7555__chinese_landscape__137205.png,0.7154,0.5977,0.5541,2.0034,1.9162
saliency_routed_scalar_alpha,7555__chinese_landscape__142574.png,0.7636,0.5439,0.6034,1.7422,1.0596
saliency_routed_scalar_alpha,7555__chinese_landscape__142578.png,0.7156,0.5717,0.5401,1.8973,1.5736
saliency_routed_scalar_alpha,7555__chinese_landscape__144829.png,0.7474,0.5705,0.583,1.6969,1.3474
saliency_routed_scalar_alpha,7555__chinese_landscape__148342.png,0.6958,0.5595,0.5218,1.9034,1.5114
saliency_routed_scalar_alpha,7555__mural__img_1082crop_1_0.png,0.4265,0.6513,0.4218,2.3033,4.399
saliency_routed_scalar_alpha,7555__mural__img_1224crop_0_0.png,0.2864,0.7021,0.348,2.7552,7.1066
saliency_routed_scalar_alpha,7555__mural__img_1224crop_1_1.png,0.3672,0.6978,0.3457,2.7971,8.7138
saliency_routed_scalar_alpha,7555__mural__img_16crop_0_0.png,0.4706,0.6462,0.4204,2.4541,2.1666
saliency_routed_scalar_alpha,7555__mural__img_276crop_1_0.png,0.513,0.6824,0.4173,2.5921,3.029
saliency_routed_scalar_alpha,7555__mural__img_326crop_1_1.png,0.5663,0.7103,0.44,2.5606,2.4621
saliency_routed_scalar_alpha,7555__mural__img_327crop_0_1.png,0.5482,0.6825,0.4438,2.5618,3.6301
saliency_routed_scalar_alpha,7555__mural__img_536crop_1_0.png,0.4925,0.6684,0.4396,2.4927,3.1793
saliency_routed_scalar_alpha,7555__mural__img_593crop_0_0.png,0.4593,0.6225,0.4401,2.4067,2.9963
saliency_routed_scalar_alpha,7555__mural__img_739crop_1_1.png,0.3107,0.6255,0.4154,2.4752,3.2612
saliency_routed_scalar_alpha,7555__western_painting__met_359775.png,0.6987,0.5498,0.5593,1.823,1.8599
saliency_routed_scalar_alpha,7555__western_painting__met_383787.png,0.8279,0.4968,0.7106,1.4091,1.3331
saliency_routed_scalar_alpha,7555__western_painting__met_406721.png,0.7298,0.6597,0.5245,2.0758,1.5681
saliency_routed_scalar_alpha,7555__western_painting__met_437769.png,0.2928,0.5725,0.5258,2.0715,1.8186
saliency_routed_scalar_alpha,7555__western_painting__met_437967.png,0.4487,0.5886,0.4723,2.1047,1.7026
saliency_routed_scalar_alpha,7555__western_painting__met_439405.png,0.5071,0.5744,0.5713,2.0998,2.1451
saliency_routed_scalar_alpha,7555__western_painting__met_649693.png,0.663,0.5243,0.5535,1.8452,2.0098
saliency_routed_scalar_alpha,7555__western_painting__met_739494.png,0.7478,0.4887,0.5977,1.7583,1.9271
saliency_routed_scalar_alpha,7555__western_painting__met_787672.png,0.6789,0.5263,0.5384,2.0307,1.839
saliency_routed_scalar_alpha,7555__western_painting__met_788182.png,0.7725,0.4945,0.6012,1.6934,1.5745
saliency_routed_scalar_alpha,7638__chinese_landscape__130942.png,0.7035,0.4159,0.5624,1.5391,0.7731
saliency_routed_scalar_alpha,7638__chinese_landscape__132834.png,0.6123,0.4734,0.4877,1.5547,1.0134
saliency_routed_scalar_alpha,7638__chinese_landscape__132836.png,0.6104,0.4796,0.4764,1.5702,0.6951
saliency_routed_scalar_alpha,7638__chinese_landscape__132840.png,0.6579,0.4497,0.5652,1.5065,0.6595
saliency_routed_scalar_alpha,7638__chinese_landscape__132930.png,0.6956,0.4202,0.5749,1.2427,0.6516
saliency_routed_scalar_alpha,7638__chinese_landscape__137205.png,0.5451,0.5314,0.3961,1.7209,0.9326
saliency_routed_scalar_alpha,7638__chinese_landscape__142574.png,0.6859,0.4456,0.5248,1.3323,0.5499
saliency_routed_scalar_alpha,7638__chinese_landscape__142578.png,0.6209,0.4647,0.428,1.4282,0.8099
saliency_routed_scalar_alpha,7638__chinese_landscape__144829.png,0.6305,0.4769,0.4595,1.4407,0.8963
saliency_routed_scalar_alpha,7638__chinese_landscape__148342.png,0.6142,0.4711,0.3945,1.4975,0.7929
saliency_routed_scalar_alpha,7638__mural__img_1082crop_1_0.png,0.4523,0.5567,0.3397,1.925,2.5705
saliency_routed_scalar_alpha,7638__mural__img_1224crop_0_0.png,0.2833,0.6401,0.241,2.31,3.9406
saliency_routed_scalar_alpha,7638__mural__img_1224crop_1_1.png,0.2822,0.6577,0.2048,2.3751,4.9528
saliency_routed_scalar_alpha,7638__mural__img_16crop_0_0.png,0.4845,0.5567,0.2893,1.8431,1.238
saliency_routed_scalar_alpha,7638__mural__img_276crop_1_0.png,0.336,0.6974,0.2212,2.1843,1.5554
saliency_routed_scalar_alpha,7638__mural__img_326crop_1_1.png,0.5232,0.5734,0.3078,1.985,1.1951
saliency_routed_scalar_alpha,7638__mural__img_327crop_0_1.png,0.5108,0.5719,0.3444,2.0919,1.9059
saliency_routed_scalar_alpha,7638__mural__img_536crop_1_0.png,0.5101,0.5682,0.3644,2.1054,1.7961
saliency_routed_scalar_alpha,7638__mural__img_593crop_0_0.png,0.4916,0.5395,0.3378,1.9679,1.5167
saliency_routed_scalar_alpha,7638__mural__img_739crop_1_1.png,0.4102,0.5172,0.3822,1.9476,1.839
saliency_routed_scalar_alpha,7638__western_painting__met_359775.png,0.6619,0.4446,0.4901,1.494,1.1369
saliency_routed_scalar_alpha,7638__western_painting__met_383787.png,0.6721,0.4462,0.5948,1.5075,0.907
saliency_routed_scalar_alpha,7638__western_painting__met_406721.png,0.5723,0.5211,0.4086,1.5571,0.9231
saliency_routed_scalar_alpha,7638__western_painting__met_437769.png,0.4701,0.3864,0.5554,1.392,1.0932
saliency_routed_scalar_alpha,7638__western_painting__met_437967.png,0.6066,0.4471,0.4264,1.5322,0.956
saliency_routed_scalar_alpha,7638__western_painting__met_439405.png,0.6857,0.4187,0.5798,1.6507,1.5551
saliency_routed_scalar_alpha,7638__western_painting__met_649693.png,0.602,0.4876,0.5116,1.9282,1.8366
saliency_routed_scalar_alpha,7638__western_painting__met_739494.png,0.7141,0.3621,0.5879,1.2495,1.173
saliency_routed_scalar_alpha,7638__western_painting__met_787672.png,0.5168,0.4997,0.3996,1.8241,1.5255
saliency_routed_scalar_alpha,7638__western_painting__met_788182.png,0.6277,0.444,0.4768,1.4548,0.9545
saliency_routed_scalar_alpha,7648__chinese_landscape__130942.png,0.7551,0.4532,0.7125,1.1851,0.8577
saliency_routed_scalar_alpha,7648__chinese_landscape__132834.png,0.6641,0.4991,0.6247,1.3558,1.0151
saliency_routed_scalar_alpha,7648__chinese_landscape__132836.png,0.6669,0.5074,0.6155,1.3651,0.7842
saliency_routed_scalar_alpha,7648__chinese_landscape__132840.png,0.7032,0.4958,0.686,1.3522,0.7801
saliency_routed_scalar_alpha,7648__chinese_landscape__132930.png,0.6997,0.4888,0.6426,1.2363,0.7252
saliency_routed_scalar_alpha,7648__chinese_landscape__137205.png,0.589,0.5772,0.5198,1.6709,1.0717
saliency_routed_scalar_alpha,7648__chinese_landscape__142574.png,0.6989,0.5107,0.6158,1.2846,0.6356
saliency_routed_scalar_alpha,7648__chinese_landscape__142578.png,0.6573,0.5109,0.5486,1.3553,0.9662
saliency_routed_scalar_alpha,7648__chinese_landscape__144829.png,0.6803,0.5141,0.6071,1.2271,0.9864
saliency_routed_scalar_alpha,7648__chinese_landscape__148342.png,0.6435,0.5303,0.5025,1.4346,0.9115
saliency_routed_scalar_alpha,7648__mural__img_1082crop_1_0.png,0.4856,0.5148,0.4124,1.521,2.7287
saliency_routed_scalar_alpha,7648__mural__img_1224crop_0_0.png,0.2894,0.6173,0.2657,2.0332,4.45
saliency_routed_scalar_alpha,7648__mural__img_1224crop_1_1.png,0.31,0.6279,0.2354,2.0388,5.3511
saliency_routed_scalar_alpha,7648__mural__img_16crop_0_0.png,0.4918,0.5099,0.3661,1.685,1.154
saliency_routed_scalar_alpha,7648__mural__img_276crop_1_0.png,0.4006,0.6287,0.2976,2.0103,1.3643
saliency_routed_scalar_alpha,7648__mural__img_326crop_1_1.png,0.5724,0.5575,0.4124,1.6562,1.1229
saliency_routed_scalar_alpha,7648__mural__img_327crop_0_1.png,0.5757,0.5376,0.4593,1.6848,1.8315
saliency_routed_scalar_alpha,7648__mural__img_536crop_1_0.png,0.5853,0.4831,0.4846,1.4309,1.6226
saliency_routed_scalar_alpha,7648__mural__img_593crop_0_0.png,0.5455,0.4683,0.434,1.4412,1.486
saliency_routed_scalar_alpha,7648__mural__img_739crop_1_1.png,0.4019,0.4906,0.4477,1.6571,1.6563
saliency_routed_scalar_alpha,7648__western_painting__met_359775.png,0.6985,0.5116,0.6005,1.4529,1.2533
saliency_routed_scalar_alpha,7648__western_painting__met_383787.png,0.6773,0.5358,0.6492,1.5594,1.0562
saliency_routed_scalar_alpha,7648__western_painting__met_406721.png,0.6532,0.5183,0.5496,1.2435,1.0231
saliency_routed_scalar_alpha,7648__western_painting__met_437769.png,0.4122,0.4364,0.6242,1.1274,1.2076
saliency_routed_scalar_alpha,7648__western_painting__met_437967.png,0.5811,0.4925,0.5377,1.3363,1.0964
saliency_routed_scalar_alpha,7648__western_painting__met_439405.png,0.6705,0.4053,0.7145,1.192,1.402
saliency_routed_scalar_alpha,7648__western_painting__met_649693.png,0.5925,0.5784,0.5118,2.0631,1.823
saliency_routed_scalar_alpha,7648__western_painting__met_739494.png,0.7192,0.4584,0.6555,1.2849,1.6285
saliency_routed_scalar_alpha,7648__western_painting__met_787672.png,0.5717,0.4942,0.5041,1.5551,1.5166
saliency_routed_scalar_alpha,7648__western_painting__met_788182.png,0.6694,0.497,0.5884,1.3645,1.169
saliency_routed_scalar_alpha,7692__chinese_landscape__130942.png,0.73,0.3835,0.7166,1.3053,0.888
saliency_routed_scalar_alpha,7692__chinese_landscape__132834.png,0.7029,0.4133,0.6507,1.4028,1.0674
saliency_routed_scalar_alpha,7692__chinese_landscape__132836.png,0.7021,0.4134,0.6412,1.3919,0.8451
saliency_routed_scalar_alpha,7692__chinese_landscape__132840.png,0.6963,0.4084,0.6565,1.3484,0.8162
saliency_routed_scalar_alpha,7692__chinese_landscape__132930.png,0.6993,0.3938,0.6416,1.15,0.7268
saliency_routed_scalar_alpha,7692__chinese_landscape__137205.png,0.6315,0.4804,0.5525,1.6791,0.8858
saliency_routed_scalar_alpha,7692__chinese_landscape__142574.png,0.6973,0.4185,0.6462,1.2235,0.7273
saliency_routed_scalar_alpha,7692__chinese_landscape__142578.png,0.7125,0.4178,0.6395,1.3461,0.9003
saliency_routed_scalar_alpha,7692__chinese_landscape__144829.png,0.7075,0.4265,0.66,1.2881,0.9948
saliency_routed_scalar_alpha,7692__chinese_landscape__148342.png,0.6752,0.4356,0.5785,1.4491,0.8819
saliency_routed_scalar_alpha,7692__mural__img_1082crop_1_0.png,0.4665,0.4842,0.4173,1.7358,3.172
saliency_routed_scalar_alpha,7692__mural__img_1224crop_0_0.png,0.2886,0.5907,0.2485,2.1992,4.3216
saliency_routed_scalar_alpha,7692__mural__img_1224crop_1_1.png,0.3088,0.5976,0.2238,2.2493,5.3909
saliency_routed_scalar_alpha,7692__mural__img_16crop_0_0.png,0.4596,0.5177,0.3859,1.8315,1.1384
saliency_routed_scalar_alpha,7692__mural__img_276crop_1_0.png,0.386,0.5925,0.2958,2.0977,1.4871
saliency_routed_scalar_alpha,7692__mural__img_326crop_1_1.png,0.5576,0.5203,0.4608,1.7669,1.2107
saliency_routed_scalar_alpha,7692__mural__img_327crop_0_1.png,0.5788,0.4863,0.4996,1.7949,2.0882
saliency_routed_scalar_alpha,7692__mural__img_536crop_1_0.png,0.5463,0.4898,0.5043,1.7666,1.9973
saliency_routed_scalar_alpha,7692__mural__img_593crop_0_0.png,0.5295,0.4551,0.4662,1.7152,1.5613
saliency_routed_scalar_alpha,7692__mural__img_739crop_1_1.png,0.3972,0.4523,0.4734,1.7531,1.6533
saliency_routed_scalar_alpha,7692__western_painting__met_359775.png,0.6643,0.4341,0.6336,1.5059,1.5207
saliency_routed_scalar_alpha,7692__western_painting__met_383787.png,0.6567,0.4665,0.6395,1.6241,1.1741
saliency_routed_scalar_alpha,7692__western_painting__met_406721.png,0.6863,0.4669,0.6198,1.4037,0.966
saliency_routed_scalar_alpha,7692__western_painting__met_437769.png,0.3575,0.3969,0.6608,1.2452,1.2479
saliency_routed_scalar_alpha,7692__western_painting__met_437967.png,0.5179,0.4409,0.5843,1.5056,1.0377
saliency_routed_scalar_alpha,7692__western_painting__met_439405.png,0.5885,0.3482,0.7099,1.228,1.5402
saliency_routed_scalar_alpha,7692__western_painting__met_649693.png,0.5537,0.4904,0.5326,2.0087,2.2234
saliency_routed_scalar_alpha,7692__western_painting__met_739494.png,0.6952,0.3992,0.6761,1.468,1.6482
saliency_routed_scalar_alpha,7692__western_painting__met_787672.png,0.5932,0.4364,0.5463,1.6609,1.8522
saliency_routed_scalar_alpha,7692__western_painting__met_788182.png,0.6579,0.4285,0.6274,1.4888,1.2574
saliency_routed_scalar_alpha,7754__chinese_landscape__130942.png,0.6409,0.5755,0.6329,1.5208,0.7888
saliency_routed_scalar_alpha,7754__chinese_landscape__132834.png,0.5682,0.5748,0.5805,1.6675,0.9745
saliency_routed_scalar_alpha,7754__chinese_landscape__132836.png,0.5666,0.5736,0.569,1.5964,0.8144
saliency_routed_scalar_alpha,7754__chinese_landscape__132840.png,0.6112,0.5659,0.6682,1.5526,0.6659
saliency_routed_scalar_alpha,7754__chinese_landscape__132930.png,0.6665,0.5369,0.7261,1.3153,0.7032
saliency_routed_scalar_alpha,7754__chinese_landscape__137205.png,0.497,0.6428,0.4406,1.7645,0.8173
saliency_routed_scalar_alpha,7754__chinese_landscape__142574.png,0.6585,0.5605,0.6693,1.3954,0.7115
saliency_routed_scalar_alpha,7754__chinese_landscape__142578.png,0.58,0.6037,0.5024,1.5668,0.7883
saliency_routed_scalar_alpha,7754__chinese_landscape__144829.png,0.5908,0.5993,0.5434,1.5241,0.922
saliency_routed_scalar_alpha,7754__chinese_landscape__148342.png,0.5844,0.5799,0.455,1.5128,0.771
saliency_routed_scalar_alpha,7754__mural__img_1082crop_1_0.png,0.3474,0.6557,0.255,2.2111,2.7665
saliency_routed_scalar_alpha,7754__mural__img_1224crop_0_0.png,0.2092,0.7456,0.1893,2.2989,4.4216
saliency_routed_scalar_alpha,7754__mural__img_1224crop_1_1.png,0.1999,0.7368,0.1454,2.4076,5.5112
saliency_routed_scalar_alpha,7754__mural__img_16crop_0_0.png,0.4778,0.6324,0.3002,1.7458,1.0839
saliency_routed_scalar_alpha,7754__mural__img_276crop_1_0.png,0.3111,0.5684,0.2056,1.9517,1.5112
saliency_routed_scalar_alpha,7754__mural__img_326crop_1_1.png,0.4889,0.6458,0.3311,1.7971,1.0286
saliency_routed_scalar_alpha,7754__mural__img_327crop_0_1.png,0.4288,0.6603,0.3068,2.085,1.9175
saliency_routed_scalar_alpha,7754__mural__img_536crop_1_0.png,0.4292,0.6857,0.3015,2.1028,1.913
saliency_routed_scalar_alpha,7754__mural__img_593crop_0_0.png,0.4108,0.6701,0.2783,2.0309,1.4603
saliency_routed_scalar_alpha,7754__mural__img_739crop_1_1.png,0.4101,0.6533,0.3714,1.9977,1.526
saliency_routed_scalar_alpha,7754__western_painting__met_359775.png,0.6072,0.6042,0.569,1.606,1.2795
saliency_routed_scalar_alpha,7754__western_painting__met_383787.png,0.6067,0.6062,0.651,1.6497,1.1582
saliency_routed_scalar_alpha,7754__western_painting__met_406721.png,0.5013,0.6142,0.4456,1.6235,0.8678
saliency_routed_scalar_alpha,7754__western_painting__met_437769.png,0.5401,0.6178,0.6871,1.4894,1.0869
saliency_routed_scalar_alpha,7754__western_painting__met_437967.png,0.62,0.5709,0.5202,1.5293,1.1855
saliency_routed_scalar_alpha,7754__western_painting__met_439405.png,0.7825,0.4383,0.7795,1.2786,1.2387
saliency_routed_scalar_alpha,7754__western_painting__met_649693.png,0.5231,0.5912,0.4961,2.0415,2.1581
